	barcode	doses
1552503	X76_0.03	0.03
1573203	X77_0.03	0.03
1593903	X78_0.03	0.03
1614603	X79_0.03	0.03
1635303	X80_0.03	0.03
1656003	X81_0.03	0.03
1676703	X82_0.03	0.03
1697403	X83_0.03	0.03
1718103	X84_0.03	0.03
1738803	X85_0.03	0.03
1759503	X86_0.03	0.03
1780203	X87_0.03	0.03
1800903	X88_0.03	0.03
1821603	X89_0.03	0.03
1842303	X90_0.03	0.03
1863003	X91_0.03	0.03
1883703	X92_0.03	0.03
1904403	X93_0.03	0.03
1925103	X94_0.03	0.03
1945803	X95_0.03	0.03
1966503	X96_0.03	0.03
1987203	X97_0.03	0.03
2007903	X98_0.03	0.03
2028603	X99_0.03	0.03
2049303	X100_0.03	0.03
2070003	X101_0.03	0.03
2090703	X102_0.03	0.03
2111403	X103_0.03	0.03
2132103	X104_0.03	0.03
2152803	X105_0.03	0.03
2173503	X106_0.03	0.03
2194203	X107_0.03	0.03
2214903	X108_0.03	0.03
2235603	X109_0.03	0.03
2256303	X110_0.03	0.03
2277003	X111_0.03	0.03
2297703	X112_0.03	0.03
2318403	X113_0.03	0.03
2339103	X114_0.03	0.03
2359803	X115_0.03	0.03
2380503	X116_0.03	0.03
2401203	X117_0.03	0.03
2421903	X118_0.03	0.03
2442603	X119_0.03	0.03
2463303	X120_0.03	0.03
2484003	X121_0.03	0.03
2504703	X122_0.03	0.03
2525403	X123_0.03	0.03
2546103	X124_0.03	0.03
2566803	X125_0.03	0.03
2587503	X126_0.03	0.03
2608203	X127_0.03	0.03
2628903	X128_0.03	0.03
2649603	X129_0.03	0.03
2670303	X130_0.03	0.03
2691003	X131_0.03	0.03
2711703	X132_0.03	0.03
2732403	X133_0.03	0.03
2753103	X134_0.03	0.03
2773803	X135_0.03	0.03
2794503	X136_0.03	0.03
2815203	X137_0.03	0.03
2835903	X138_0.03	0.03
2856603	X139_0.03	0.03
2877303	X140_0.03	0.03
2898003	X141_0.03	0.03
2918703	X142_0.03	0.03
2939403	X143_0.03	0.03
2960103	X144_0.03	0.03
2980803	X145_0.03	0.03
3001503	X146_0.03	0.03
3022203	X147_0.03	0.03
3042903	X148_0.03	0.03
3063603	X149_0.03	0.03
3084303	X150_0.03	0.03
3105003	X151_0.03	0.03
3125703	X152_0.03	0.03
3146403	X153_0.03	0.03
3167103	X154_0.03	0.03
3187803	X155_0.03	0.03
3208503	X156_0.03	0.03
3229203	X157_0.03	0.03
3249903	X158_0.03	0.03
3270603	X159_0.03	0.03
3291303	X160_0.03	0.03
3312003	X161_0.03	0.03
3332703	X162_0.03	0.03
3353403	X163_0.03	0.03
3374103	X164_0.03	0.03
3394803	X165_0.03	0.03
3415503	X166_0.03	0.03
3436203	X167_0.03	0.03
3456903	X168_0.03	0.03
3477603	X169_0.03	0.03
3498303	X170_0.03	0.03
3519003	X171_0.03	0.03
3539703	X172_0.03	0.03
3560403	X173_0.03	0.03
3581103	X174_0.03	0.03
3601803	X175_0.03	0.03
3622503	X176_0.03	0.03
3643203	X177_0.03	0.03
3663903	X178_0.03	0.03
3684603	X179_0.03	0.03
3705303	X180_0.03	0.03
3726003	X181_0.03	0.03
3746703	X182_0.03	0.03
3767403	X183_0.03	0.03
3788103	X184_0.03	0.03
3808803	X185_0.03	0.03
3829503	X186_0.03	0.03
3850203	X187_0.03	0.03
3870903	X188_0.03	0.03
3891603	X189_0.03	0.03
3912303	X190_0.03	0.03
3933003	X191_0.03	0.03
3953703	X192_0.03	0.03
3974403	X193_0.03	0.03
3995103	X194_0.03	0.03
4015803	X195_0.03	0.03
4036503	X196_0.03	0.03
4057203	X197_0.03	0.03
4077903	X198_0.03	0.03
4098603	X199_0.03	0.03
4119303	X200_0.03	0.03
4140003	X201_0.03	0.03
4160703	X202_0.03	0.03
4181403	X203_0.03	0.03
4202103	X204_0.03	0.03
4222803	X205_0.03	0.03
4243503	X206_0.03	0.03
4264203	X207_0.03	0.03
4284903	X208_0.03	0.03
4305603	X209_0.03	0.03
4326303	X210_0.03	0.03
4347003	X211_0.03	0.03
4367703	X212_0.03	0.03
4388403	X213_0.03	0.03
4409103	X214_0.03	0.03
4429803	X215_0.03	0.03
4450503	X216_0.03	0.03
4471203	X217_0.03	0.03
4491903	X218_0.03	0.03
4512603	X219_0.03	0.03
4533303	X220_0.03	0.03
4554003	X221_0.03	0.03
4574703	X222_0.03	0.03
4595403	X223_0.03	0.03
4616103	X224_0.03	0.03
4636803	X225_0.03	0.03
4657503	X226_0.03	0.03
4678203	X227_0.03	0.03
4698903	X228_0.03	0.03
4719603	X229_0.03	0.03
4740303	X230_0.03	0.03
4761003	X231_0.03	0.03
4781703	X232_0.03	0.03
4802403	X233_0.03	0.03
4823103	X234_0.03	0.03
4843803	X235_0.03	0.03
4864503	X236_0.03	0.03
4885203	X237_0.03	0.03
4905903	X238_0.03	0.03
4926603	X239_0.03	0.03
4947303	X240_0.03	0.03
4968003	X241_0.03	0.03
4988703	X242_0.03	0.03
5009403	X243_0.03	0.03
5030103	X244_0.03	0.03
5050803	X245_0.03	0.03
5071503	X246_0.03	0.03
5092203	X247_0.03	0.03
5112903	X248_0.03	0.03
5133603	X249_0.03	0.03
5154303	X250_0.03	0.03
5175003	X251_0.03	0.03
5195703	X252_0.03	0.03
5216403	X253_0.03	0.03
5237103	X254_0.03	0.03
5257803	X255_0.03	0.03
5278503	X256_0.03	0.03
5299203	X257_0.03	0.03
5319903	X258_0.03	0.03
5340603	X259_0.03	0.03
5361303	X260_0.03	0.03
5382003	X261_0.03	0.03
5402703	X262_0.03	0.03
5423403	X263_0.03	0.03
5444103	X264_0.03	0.03
5464803	X265_0.03	0.03
5485503	X266_0.03	0.03
5506203	X267_0.03	0.03
5526903	X268_0.03	0.03
5547603	X269_0.03	0.03
5568303	X270_0.03	0.03
5589003	X271_0.03	0.03
5609703	X272_0.03	0.03
5630403	X273_0.03	0.03
5651103	X274_0.03	0.03
5671803	X275_0.03	0.03
5692503	X276_0.03	0.03
5713203	X277_0.03	0.03
5733903	X278_0.03	0.03
5754603	X279_0.03	0.03
5775303	X280_0.03	0.03
5796003	X281_0.03	0.03
5816703	X282_0.03	0.03
5837403	X283_0.03	0.03
5858103	X284_0.03	0.03
5878803	X285_0.03	0.03
5899503	X286_0.03	0.03
5920203	X287_0.03	0.03
5940903	X288_0.03	0.03
5961603	X289_0.03	0.03
5982303	X290_0.03	0.03
6003003	X291_0.03	0.03
6023703	X292_0.03	0.03
6044403	X293_0.03	0.03
6065103	X294_0.03	0.03
6085803	X295_0.03	0.03
6106503	X296_0.03	0.03
6127203	X297_0.03	0.03
6147903	X298_0.03	0.03
6168603	X299_0.03	0.03
6189303	X300_0.03	0.03
6210003	X301_0.03	0.03
6230703	X302_0.03	0.03
6251403	X303_0.03	0.03
6272103	X304_0.03	0.03
6292803	X305_0.03	0.03
6313503	X306_0.03	0.03
6334203	X307_0.03	0.03
6354903	X308_0.03	0.03
6375603	X309_0.03	0.03
6396303	X310_0.03	0.03
6417003	X311_0.03	0.03
6437703	X312_0.03	0.03
6458403	X313_0.03	0.03
6479103	X314_0.03	0.03
6499803	X315_0.03	0.03
6520503	X316_0.03	0.03
6541203	X317_0.03	0.03
6561903	X318_0.03	0.03
6582603	X319_0.03	0.03
6603303	X320_0.03	0.03
6624003	X321_0.03	0.03
6644703	X322_0.03	0.03
6665403	X323_0.03	0.03
6686103	X324_0.03	0.03
6706803	X325_0.03	0.03
6727503	X326_0.03	0.03
6748203	X327_0.03	0.03
6768903	X328_0.03	0.03
6789603	X329_0.03	0.03
6810303	X330_0.03	0.03
6831003	X331_0.03	0.03
6851703	X332_0.03	0.03
6872403	X333_0.03	0.03
6893103	X334_0.03	0.03
6913803	X335_0.03	0.03
6934503	X336_0.03	0.03
6955203	X337_0.03	0.03
6975903	X338_0.03	0.03
6996603	X339_0.03	0.03
7017303	X340_0.03	0.03
7038003	X341_0.03	0.03
7058703	X342_0.03	0.03
7079403	X343_0.03	0.03
7100103	X344_0.03	0.03
7120803	X345_0.03	0.03
7141503	X346_0.03	0.03
7162203	X347_0.03	0.03
7182903	X348_0.03	0.03
7203603	X349_0.03	0.03
7224303	X350_0.03	0.03
7245003	X351_0.03	0.03
7265703	X352_0.03	0.03
7286403	X353_0.03	0.03
7307103	X354_0.03	0.03
7327803	X355_0.03	0.03
7348503	X356_0.03	0.03
7369203	X357_0.03	0.03
7389903	X358_0.03	0.03
7410603	X359_0.03	0.03
7431303	X360_0.03	0.03
7452003	X361_0.03	0.03
7472703	X362_0.03	0.03
7493403	X363_0.03	0.03
7514103	X364_0.03	0.03
7534803	X365_0.03	0.03
7555503	X366_0.03	0.03
7576203	X367_0.03	0.03
7596903	X368_0.03	0.03
7617603	X369_0.03	0.03
7638303	X370_0.03	0.03
7659003	X371_0.03	0.03
7679703	X372_0.03	0.03
7700403	X373_0.03	0.03
7721103	X374_0.03	0.03
7741803	X375_0.03	0.03
7762503	X376_0.03	0.03
7783203	X377_0.03	0.03
7803903	X378_0.03	0.03
7824603	X379_0.03	0.03
7845303	X380_0.03	0.03
7866003	X381_0.03	0.03
7886703	X382_0.03	0.03
7907403	X383_0.03	0.03
7928103	X384_0.03	0.03
7948803	X385_0.03	0.03
7969503	X386_0.03	0.03
7990203	X387_0.03	0.03
8010903	X388_0.03	0.03
8031603	X389_0.03	0.03
8052303	X390_0.03	0.03
8073003	X391_0.03	0.03
8093703	X392_0.03	0.03
8114403	X393_0.03	0.03
8135103	X394_0.03	0.03
8155803	X395_0.03	0.03
8176503	X396_0.03	0.03
8197203	X397_0.03	0.03
8217903	X398_0.03	0.03
8238603	X399_0.03	0.03
8259303	X400_0.03	0.03
8280003	X401_0.03	0.03
8300703	X402_0.03	0.03
8321403	X403_0.03	0.03
8342103	X404_0.03	0.03
8362803	X405_0.03	0.03
8383503	X406_0.03	0.03
8404203	X407_0.03	0.03
8424903	X408_0.03	0.03
8445603	X409_0.03	0.03
8466303	X410_0.03	0.03
8487003	X411_0.03	0.03
8507703	X412_0.03	0.03
8528403	X413_0.03	0.03
8549103	X414_0.03	0.03
8569803	X415_0.03	0.03
8590503	X416_0.03	0.03
8611203	X417_0.03	0.03
8631903	X418_0.03	0.03
8652603	X419_0.03	0.03
8673303	X420_0.03	0.03
8694003	X421_0.03	0.03
8714703	X422_0.03	0.03
8735403	X423_0.03	0.03
8756103	X424_0.03	0.03
8776803	X425_0.03	0.03
8797503	X426_0.03	0.03
8818203	X427_0.03	0.03
8838903	X428_0.03	0.03
8859603	X429_0.03	0.03
8880303	X430_0.03	0.03
8901003	X431_0.03	0.03
8921703	X432_0.03	0.03
8942403	X433_0.03	0.03
8963103	X434_0.03	0.03
8983803	X435_0.03	0.03
9004503	X436_0.03	0.03
9025203	X437_0.03	0.03
9045903	X438_0.03	0.03
9066603	X439_0.03	0.03
9087303	X440_0.03	0.03
9108003	X441_0.03	0.03
9128703	X442_0.03	0.03
9149403	X443_0.03	0.03
9170103	X444_0.03	0.03
9190803	X445_0.03	0.03
9211503	X446_0.03	0.03
9232203	X447_0.03	0.03
9252903	X448_0.03	0.03
9273603	X449_0.03	0.03
9294303	X450_0.03	0.03
9315003	X451_0.03	0.03
9335703	X452_0.03	0.03
9356403	X453_0.03	0.03
9377103	X454_0.03	0.03
9397803	X455_0.03	0.03
9418503	X456_0.03	0.03
9439203	X457_0.03	0.03
9459903	X458_0.03	0.03
9480603	X459_0.03	0.03
9501303	X460_0.03	0.03
9522003	X461_0.03	0.03
9542703	X462_0.03	0.03
9563403	X463_0.03	0.03
9584103	X464_0.03	0.03
9604803	X465_0.03	0.03
9625503	X466_0.03	0.03
9646203	X467_0.03	0.03
9666903	X468_0.03	0.03
9687603	X469_0.03	0.03
9708303	X470_0.03	0.03
9729003	X471_0.03	0.03
9749703	X472_0.03	0.03
9770403	X473_0.03	0.03
9791103	X474_0.03	0.03
9811803	X475_0.03	0.03
9832503	X476_0.03	0.03
9853203	X477_0.03	0.03
9873903	X478_0.03	0.03
9894603	X479_0.03	0.03
9915303	X480_0.03	0.03
9936003	X481_0.03	0.03
9956703	X482_0.03	0.03
9977403	X483_0.03	0.03
9998103	X484_0.03	0.03
10018803	X485_0.03	0.03
10039503	X486_0.03	0.03
10060203	X487_0.03	0.03
10080903	X488_0.03	0.03
10101603	X489_0.03	0.03
10122303	X490_0.03	0.03
10143003	X491_0.03	0.03
10163703	X492_0.03	0.03
10184403	X493_0.03	0.03
10205103	X494_0.03	0.03
10225803	X495_0.03	0.03
10246503	X496_0.03	0.03
10267203	X497_0.03	0.03
10287903	X498_0.03	0.03
10308603	X499_0.03	0.03
10329303	X500_0.03	0.03
4	X1_0.1	0.1
20704	X2_0.1	0.1
41404	X3_0.1	0.1
62104	X4_0.1	0.1
82804	X5_0.1	0.1
103504	X6_0.1	0.1
124204	X7_0.1	0.1
144904	X8_0.1	0.1
165604	X9_0.1	0.1
186304	X10_0.1	0.1
207004	X11_0.1	0.1
227704	X12_0.1	0.1
248404	X13_0.1	0.1
269104	X14_0.1	0.1
289804	X15_0.1	0.1
310504	X16_0.1	0.1
331204	X17_0.1	0.1
351904	X18_0.1	0.1
372604	X19_0.1	0.1
393304	X20_0.1	0.1
414004	X21_0.1	0.1
434704	X22_0.1	0.1
455404	X23_0.1	0.1
476104	X24_0.1	0.1
496804	X25_0.1	0.1
517504	X26_0.1	0.1
538204	X27_0.1	0.1
558904	X28_0.1	0.1
579604	X29_0.1	0.1
600304	X30_0.1	0.1
621004	X31_0.1	0.1
641704	X32_0.1	0.1
662404	X33_0.1	0.1
683104	X34_0.1	0.1
703804	X35_0.1	0.1
724504	X36_0.1	0.1
745204	X37_0.1	0.1
765904	X38_0.1	0.1
786604	X39_0.1	0.1
807304	X40_0.1	0.1
828004	X41_0.1	0.1
848704	X42_0.1	0.1
869404	X43_0.1	0.1
890104	X44_0.1	0.1
910804	X45_0.1	0.1
931504	X46_0.1	0.1
952204	X47_0.1	0.1
972904	X48_0.1	0.1
993604	X49_0.1	0.1
1014304	X50_0.1	0.1
1035004	X51_0.1	0.1
1055704	X52_0.1	0.1
1076404	X53_0.1	0.1
1097104	X54_0.1	0.1
1117804	X55_0.1	0.1
1138504	X56_0.1	0.1
1159204	X57_0.1	0.1
1179904	X58_0.1	0.1
1200604	X59_0.1	0.1
1221304	X60_0.1	0.1
1242004	X61_0.1	0.1
1262704	X62_0.1	0.1
1283404	X63_0.1	0.1
1304104	X64_0.1	0.1
1324804	X65_0.1	0.1
1345504	X66_0.1	0.1
1366204	X67_0.1	0.1
1386904	X68_0.1	0.1
1407604	X69_0.1	0.1
1428304	X70_0.1	0.1
1449004	X71_0.1	0.1
1469704	X72_0.1	0.1
1490404	X73_0.1	0.1
1511104	X74_0.1	0.1
1531804	X75_0.1	0.1
1552504	X76_0.1	0.1
1573204	X77_0.1	0.1
1593904	X78_0.1	0.1
1614604	X79_0.1	0.1
1635304	X80_0.1	0.1
1656004	X81_0.1	0.1
1676704	X82_0.1	0.1
1697404	X83_0.1	0.1
1718104	X84_0.1	0.1
1738804	X85_0.1	0.1
1759504	X86_0.1	0.1
1780204	X87_0.1	0.1
1800904	X88_0.1	0.1
1821604	X89_0.1	0.1
1842304	X90_0.1	0.1
1863004	X91_0.1	0.1
1883704	X92_0.1	0.1
1904404	X93_0.1	0.1
1925104	X94_0.1	0.1
1945804	X95_0.1	0.1
1966504	X96_0.1	0.1
1987204	X97_0.1	0.1
2007904	X98_0.1	0.1
2028604	X99_0.1	0.1
2049304	X100_0.1	0.1
2070004	X101_0.1	0.1
2090704	X102_0.1	0.1
2111404	X103_0.1	0.1
2132104	X104_0.1	0.1
2152804	X105_0.1	0.1
2173504	X106_0.1	0.1
2194204	X107_0.1	0.1
2214904	X108_0.1	0.1
2235604	X109_0.1	0.1
2256304	X110_0.1	0.1
2277004	X111_0.1	0.1
2297704	X112_0.1	0.1
2318404	X113_0.1	0.1
2339104	X114_0.1	0.1
2359804	X115_0.1	0.1
2380504	X116_0.1	0.1
2401204	X117_0.1	0.1
2421904	X118_0.1	0.1
2442604	X119_0.1	0.1
2463304	X120_0.1	0.1
2484004	X121_0.1	0.1
2504704	X122_0.1	0.1
2525404	X123_0.1	0.1
2546104	X124_0.1	0.1
2566804	X125_0.1	0.1
2587504	X126_0.1	0.1
2608204	X127_0.1	0.1
2628904	X128_0.1	0.1
2649604	X129_0.1	0.1
2670304	X130_0.1	0.1
2691004	X131_0.1	0.1
2711704	X132_0.1	0.1
2732404	X133_0.1	0.1
2753104	X134_0.1	0.1
2773804	X135_0.1	0.1
2794504	X136_0.1	0.1
2815204	X137_0.1	0.1
2835904	X138_0.1	0.1
2856604	X139_0.1	0.1
2877304	X140_0.1	0.1
2898004	X141_0.1	0.1
2918704	X142_0.1	0.1
2939404	X143_0.1	0.1
2960104	X144_0.1	0.1
2980804	X145_0.1	0.1
3001504	X146_0.1	0.1
3022204	X147_0.1	0.1
3042904	X148_0.1	0.1
3063604	X149_0.1	0.1
3084304	X150_0.1	0.1
3105004	X151_0.1	0.1
3125704	X152_0.1	0.1
3146404	X153_0.1	0.1
3167104	X154_0.1	0.1
3187804	X155_0.1	0.1
3208504	X156_0.1	0.1
3229204	X157_0.1	0.1
3249904	X158_0.1	0.1
3270604	X159_0.1	0.1
3291304	X160_0.1	0.1
3312004	X161_0.1	0.1
3332704	X162_0.1	0.1
3353404	X163_0.1	0.1
3374104	X164_0.1	0.1
3394804	X165_0.1	0.1
3415504	X166_0.1	0.1
3436204	X167_0.1	0.1
3456904	X168_0.1	0.1
3477604	X169_0.1	0.1
3498304	X170_0.1	0.1
3519004	X171_0.1	0.1
3539704	X172_0.1	0.1
3560404	X173_0.1	0.1
3581104	X174_0.1	0.1
3601804	X175_0.1	0.1
3622504	X176_0.1	0.1
3643204	X177_0.1	0.1
3663904	X178_0.1	0.1
3684604	X179_0.1	0.1
3705304	X180_0.1	0.1
3726004	X181_0.1	0.1
3746704	X182_0.1	0.1
3767404	X183_0.1	0.1
3788104	X184_0.1	0.1
3808804	X185_0.1	0.1
3829504	X186_0.1	0.1
3850204	X187_0.1	0.1
3870904	X188_0.1	0.1
3891604	X189_0.1	0.1
3912304	X190_0.1	0.1
3933004	X191_0.1	0.1
3953704	X192_0.1	0.1
3974404	X193_0.1	0.1
3995104	X194_0.1	0.1
4015804	X195_0.1	0.1
4036504	X196_0.1	0.1
4057204	X197_0.1	0.1
4077904	X198_0.1	0.1
4098604	X199_0.1	0.1
4119304	X200_0.1	0.1
4140004	X201_0.1	0.1
4160704	X202_0.1	0.1
4181404	X203_0.1	0.1
4202104	X204_0.1	0.1
4222804	X205_0.1	0.1
4243504	X206_0.1	0.1
4264204	X207_0.1	0.1
4284904	X208_0.1	0.1
4305604	X209_0.1	0.1
4326304	X210_0.1	0.1
4347004	X211_0.1	0.1
4367704	X212_0.1	0.1
4388404	X213_0.1	0.1
4409104	X214_0.1	0.1
4429804	X215_0.1	0.1
4450504	X216_0.1	0.1
4471204	X217_0.1	0.1
4491904	X218_0.1	0.1
4512604	X219_0.1	0.1
4533304	X220_0.1	0.1
4554004	X221_0.1	0.1
4574704	X222_0.1	0.1
4595404	X223_0.1	0.1
4616104	X224_0.1	0.1
4636804	X225_0.1	0.1
4657504	X226_0.1	0.1
4678204	X227_0.1	0.1
4698904	X228_0.1	0.1
4719604	X229_0.1	0.1
4740304	X230_0.1	0.1
4761004	X231_0.1	0.1
4781704	X232_0.1	0.1
4802404	X233_0.1	0.1
4823104	X234_0.1	0.1
4843804	X235_0.1	0.1
4864504	X236_0.1	0.1
4885204	X237_0.1	0.1
4905904	X238_0.1	0.1
4926604	X239_0.1	0.1
4947304	X240_0.1	0.1
4968004	X241_0.1	0.1
4988704	X242_0.1	0.1
5009404	X243_0.1	0.1
5030104	X244_0.1	0.1
5050804	X245_0.1	0.1
5071504	X246_0.1	0.1
5092204	X247_0.1	0.1
5112904	X248_0.1	0.1
5133604	X249_0.1	0.1
5154304	X250_0.1	0.1
5175004	X251_0.1	0.1
5195704	X252_0.1	0.1
5216404	X253_0.1	0.1
5237104	X254_0.1	0.1
5257804	X255_0.1	0.1
5278504	X256_0.1	0.1
5299204	X257_0.1	0.1
5319904	X258_0.1	0.1
5340604	X259_0.1	0.1
5361304	X260_0.1	0.1
5382004	X261_0.1	0.1
5402704	X262_0.1	0.1
5423404	X263_0.1	0.1
5444104	X264_0.1	0.1
5464804	X265_0.1	0.1
5485504	X266_0.1	0.1
5506204	X267_0.1	0.1
5526904	X268_0.1	0.1
5547604	X269_0.1	0.1
5568304	X270_0.1	0.1
5589004	X271_0.1	0.1
5609704	X272_0.1	0.1
5630404	X273_0.1	0.1
5651104	X274_0.1	0.1
5671804	X275_0.1	0.1
5692504	X276_0.1	0.1
5713204	X277_0.1	0.1
5733904	X278_0.1	0.1
5754604	X279_0.1	0.1
5775304	X280_0.1	0.1
5796004	X281_0.1	0.1
5816704	X282_0.1	0.1
5837404	X283_0.1	0.1
5858104	X284_0.1	0.1
5878804	X285_0.1	0.1
5899504	X286_0.1	0.1
5920204	X287_0.1	0.1
5940904	X288_0.1	0.1
5961604	X289_0.1	0.1
5982304	X290_0.1	0.1
6003004	X291_0.1	0.1
6023704	X292_0.1	0.1
6044404	X293_0.1	0.1
6065104	X294_0.1	0.1
6085804	X295_0.1	0.1
6106504	X296_0.1	0.1
6127204	X297_0.1	0.1
6147904	X298_0.1	0.1
6168604	X299_0.1	0.1
6189304	X300_0.1	0.1
6210004	X301_0.1	0.1
6230704	X302_0.1	0.1
6251404	X303_0.1	0.1
6272104	X304_0.1	0.1
6292804	X305_0.1	0.1
6313504	X306_0.1	0.1
6334204	X307_0.1	0.1
6354904	X308_0.1	0.1
6375604	X309_0.1	0.1
6396304	X310_0.1	0.1
6417004	X311_0.1	0.1
6437704	X312_0.1	0.1
6458404	X313_0.1	0.1
6479104	X314_0.1	0.1
6499804	X315_0.1	0.1
6520504	X316_0.1	0.1
6541204	X317_0.1	0.1
6561904	X318_0.1	0.1
6582604	X319_0.1	0.1
6603304	X320_0.1	0.1
6624004	X321_0.1	0.1
6644704	X322_0.1	0.1
6665404	X323_0.1	0.1
6686104	X324_0.1	0.1
6706804	X325_0.1	0.1
6727504	X326_0.1	0.1
6748204	X327_0.1	0.1
6768904	X328_0.1	0.1
6789604	X329_0.1	0.1
6810304	X330_0.1	0.1
6831004	X331_0.1	0.1
6851704	X332_0.1	0.1
6872404	X333_0.1	0.1
6893104	X334_0.1	0.1
6913804	X335_0.1	0.1
6934504	X336_0.1	0.1
6955204	X337_0.1	0.1
6975904	X338_0.1	0.1
6996604	X339_0.1	0.1
7017304	X340_0.1	0.1
7038004	X341_0.1	0.1
7058704	X342_0.1	0.1
7079404	X343_0.1	0.1
7100104	X344_0.1	0.1
7120804	X345_0.1	0.1
7141504	X346_0.1	0.1
7162204	X347_0.1	0.1
7182904	X348_0.1	0.1
7203604	X349_0.1	0.1
7224304	X350_0.1	0.1
7245004	X351_0.1	0.1
7265704	X352_0.1	0.1
7286404	X353_0.1	0.1
7307104	X354_0.1	0.1
7327804	X355_0.1	0.1
7348504	X356_0.1	0.1
7369204	X357_0.1	0.1
7389904	X358_0.1	0.1
7410604	X359_0.1	0.1
7431304	X360_0.1	0.1
7452004	X361_0.1	0.1
7472704	X362_0.1	0.1
7493404	X363_0.1	0.1
7514104	X364_0.1	0.1
7534804	X365_0.1	0.1
7555504	X366_0.1	0.1
7576204	X367_0.1	0.1
7596904	X368_0.1	0.1
7617604	X369_0.1	0.1
7638304	X370_0.1	0.1
7659004	X371_0.1	0.1
7679704	X372_0.1	0.1
7700404	X373_0.1	0.1
7721104	X374_0.1	0.1
7741804	X375_0.1	0.1
7762504	X376_0.1	0.1
7783204	X377_0.1	0.1
7803904	X378_0.1	0.1
7824604	X379_0.1	0.1
7845304	X380_0.1	0.1
7866004	X381_0.1	0.1
7886704	X382_0.1	0.1
7907404	X383_0.1	0.1
7928104	X384_0.1	0.1
7948804	X385_0.1	0.1
7969504	X386_0.1	0.1
7990204	X387_0.1	0.1
8010904	X388_0.1	0.1
8031604	X389_0.1	0.1
8052304	X390_0.1	0.1
8073004	X391_0.1	0.1
8093704	X392_0.1	0.1
8114404	X393_0.1	0.1
8135104	X394_0.1	0.1
8155804	X395_0.1	0.1
8176504	X396_0.1	0.1
8197204	X397_0.1	0.1
8217904	X398_0.1	0.1
8238604	X399_0.1	0.1
8259304	X400_0.1	0.1
8280004	X401_0.1	0.1
8300704	X402_0.1	0.1
8321404	X403_0.1	0.1
8342104	X404_0.1	0.1
8362804	X405_0.1	0.1
8383504	X406_0.1	0.1
8404204	X407_0.1	0.1
8424904	X408_0.1	0.1
8445604	X409_0.1	0.1
8466304	X410_0.1	0.1
8487004	X411_0.1	0.1
8507704	X412_0.1	0.1
8528404	X413_0.1	0.1
8549104	X414_0.1	0.1
8569804	X415_0.1	0.1
8590504	X416_0.1	0.1
8611204	X417_0.1	0.1
8631904	X418_0.1	0.1
8652604	X419_0.1	0.1
8673304	X420_0.1	0.1
8694004	X421_0.1	0.1
8714704	X422_0.1	0.1
8735404	X423_0.1	0.1
8756104	X424_0.1	0.1
8776804	X425_0.1	0.1
8797504	X426_0.1	0.1
8818204	X427_0.1	0.1
8838904	X428_0.1	0.1
8859604	X429_0.1	0.1
8880304	X430_0.1	0.1
8901004	X431_0.1	0.1
8921704	X432_0.1	0.1
8942404	X433_0.1	0.1
8963104	X434_0.1	0.1
8983804	X435_0.1	0.1
9004504	X436_0.1	0.1
9025204	X437_0.1	0.1
9045904	X438_0.1	0.1
9066604	X439_0.1	0.1
9087304	X440_0.1	0.1
9108004	X441_0.1	0.1
9128704	X442_0.1	0.1
9149404	X443_0.1	0.1
9170104	X444_0.1	0.1
9190804	X445_0.1	0.1
9211504	X446_0.1	0.1
9232204	X447_0.1	0.1
9252904	X448_0.1	0.1
9273604	X449_0.1	0.1
9294304	X450_0.1	0.1
9315004	X451_0.1	0.1
9335704	X452_0.1	0.1
9356404	X453_0.1	0.1
9377104	X454_0.1	0.1
9397804	X455_0.1	0.1
9418504	X456_0.1	0.1
9439204	X457_0.1	0.1
9459904	X458_0.1	0.1
9480604	X459_0.1	0.1
9501304	X460_0.1	0.1
9522004	X461_0.1	0.1
9542704	X462_0.1	0.1
9563404	X463_0.1	0.1
9584104	X464_0.1	0.1
9604804	X465_0.1	0.1
9625504	X466_0.1	0.1
9646204	X467_0.1	0.1
9666904	X468_0.1	0.1
9687604	X469_0.1	0.1
9708304	X470_0.1	0.1
9729004	X471_0.1	0.1
9749704	X472_0.1	0.1
9770404	X473_0.1	0.1
9791104	X474_0.1	0.1
9811804	X475_0.1	0.1
9832504	X476_0.1	0.1
9853204	X477_0.1	0.1
9873904	X478_0.1	0.1
9894604	X479_0.1	0.1
9915304	X480_0.1	0.1
9936004	X481_0.1	0.1
9956704	X482_0.1	0.1
9977404	X483_0.1	0.1
9998104	X484_0.1	0.1
10018804	X485_0.1	0.1
10039504	X486_0.1	0.1
10060204	X487_0.1	0.1
10080904	X488_0.1	0.1
10101604	X489_0.1	0.1
10122304	X490_0.1	0.1
10143004	X491_0.1	0.1
10163704	X492_0.1	0.1
10184404	X493_0.1	0.1
10205104	X494_0.1	0.1
10225804	X495_0.1	0.1
10246504	X496_0.1	0.1
10267204	X497_0.1	0.1
10287904	X498_0.1	0.1
10308604	X499_0.1	0.1
10329304	X500_0.1	0.1
5	X1_0.3	0.3
20705	X2_0.3	0.3
41405	X3_0.3	0.3
62105	X4_0.3	0.3
82805	X5_0.3	0.3
103505	X6_0.3	0.3
124205	X7_0.3	0.3
144905	X8_0.3	0.3
165605	X9_0.3	0.3
186305	X10_0.3	0.3
207005	X11_0.3	0.3
227705	X12_0.3	0.3
