	Gene	Model	Direction
912	gene912	exp3	Upregulated
913	gene913	exp3	Upregulated
914	gene914	exp3	Upregulated
915	gene915	exp3	Upregulated
916	gene916	exp3	Upregulated
917	gene917	exp3	Upregulated
918	gene918	exp3	Upregulated
919	gene919	exp3	Upregulated
920	gene920	exp3	Upregulated
921	gene921	exp3	Upregulated
922	gene922	exp3	Upregulated
923	gene923	exp3	Upregulated
924	gene924	exp3	Upregulated
925	gene925	exp3	Upregulated
926	gene926	exp3	Upregulated
927	gene927	exp3	Upregulated
928	gene928	exp3	Upregulated
929	gene929	exp3	Upregulated
930	gene930	exp3	Upregulated
931	gene931	exp3	Upregulated
932	gene932	exp3	Upregulated
933	gene933	exp3	Upregulated
934	gene934	exp3	Upregulated
935	gene935	exp3	Upregulated
936	gene936	exp3	Upregulated
937	gene937	exp3	Upregulated
938	gene938	exp3	Upregulated
939	gene939	exp3	Upregulated
940	gene940	exp3	Upregulated
941	gene941	exp3	Upregulated
942	gene942	exp3	Upregulated
943	gene943	exp3	Upregulated
944	gene944	exp3	Upregulated
945	gene945	exp3	Upregulated
946	gene946	exp3	Upregulated
947	gene947	exp3	Upregulated
948	gene948	exp3	Upregulated
949	gene949	exp3	Upregulated
950	gene950	exp3	Upregulated
951	gene951	exp3	Upregulated
952	gene952	exp3	Upregulated
953	gene953	exp3	Upregulated
954	gene954	exp3	Upregulated
955	gene955	exp3	Upregulated
956	gene956	exp3	Upregulated
957	gene957	exp3	Upregulated
958	gene958	exp3	Upregulated
959	gene959	exp3	Upregulated
960	gene960	exp3	Upregulated
961	gene961	exp3	Upregulated
962	gene962	exp3	Upregulated
963	gene963	exp3	Upregulated
964	gene964	exp3	Upregulated
965	gene965	exp3	Upregulated
966	gene966	exp3	Upregulated
967	gene967	exp3	Upregulated
968	gene968	exp3	Upregulated
969	gene969	exp3	Upregulated
970	gene970	exp3	Upregulated
971	gene971	exp3	Upregulated
972	gene972	exp3	Upregulated
973	gene973	exp3	Upregulated
974	gene974	exp3	Upregulated
975	gene975	exp3	Upregulated
976	gene976	exp3	Upregulated
977	gene977	exp3	Upregulated
978	gene978	exp3	Upregulated
979	gene979	exp3	Upregulated
980	gene980	exp3	Upregulated
981	gene981	exp3	Upregulated
982	gene982	exp3	Upregulated
983	gene983	exp3	Upregulated
984	gene984	exp3	Upregulated
985	gene985	exp3	Upregulated
986	gene986	exp3	Upregulated
987	gene987	exp3	Upregulated
988	gene988	exp3	Upregulated
989	gene989	exp3	Upregulated
990	gene990	exp3	Upregulated
991	gene991	exp3	Upregulated
992	gene992	exp3	Upregulated
993	gene993	exp3	Upregulated
994	gene994	exp3	Upregulated
995	gene995	exp3	Upregulated
996	gene996	exp3	Upregulated
997	gene997	exp3	Upregulated
998	gene998	exp3	Upregulated
999	gene999	exp3	Upregulated
1000	gene1000	exp3	Upregulated
1001	gene1001	exp3	Upregulated
1002	gene1002	exp3	Upregulated
1003	gene1003	exp3	Upregulated
1004	gene1004	exp3	Upregulated
1005	gene1005	exp3	Upregulated
1006	gene1006	exp3	Upregulated
1007	gene1007	exp3	Upregulated
1008	gene1008	exp3	Upregulated
1009	gene1009	exp3	Upregulated
1010	gene1010	exp3	Upregulated
1011	gene1011	exp3	Upregulated
1012	gene1012	exp3	Upregulated
1013	gene1013	exp3	Upregulated
1014	gene1014	exp3	Upregulated
1015	gene1015	exp3	Upregulated
1016	gene1016	exp3	Upregulated
1017	gene1017	exp3	Upregulated
1018	gene1018	exp3	Upregulated
1019	gene1019	exp3	Upregulated
1020	gene1020	exp3	Upregulated
1021	gene1021	exp3	Upregulated
1022	gene1022	exp3	Upregulated
1023	gene1023	exp3	Upregulated
1024	gene1024	exp3	Upregulated
1025	gene1025	exp3	Upregulated
1026	gene1026	exp3	Upregulated
1027	gene1027	exp3	Upregulated
1028	gene1028	exp3	Upregulated
1029	gene1029	exp3	Upregulated
1030	gene1030	exp3	Upregulated
1031	gene1031	exp3	Upregulated
1032	gene1032	exp3	Upregulated
1033	gene1033	exp3	Upregulated
1034	gene1034	exp3	Upregulated
1035	gene1035	exp3	Upregulated
1036	gene1036	exp3	Upregulated
1037	gene1037	exp3	Upregulated
1038	gene1038	exp3	Upregulated
1039	gene1039	exp3	Upregulated
1040	gene1040	exp3	Upregulated
1041	gene1041	exp3	Upregulated
1042	gene1042	exp3	Upregulated
1043	gene1043	exp3	Upregulated
1044	gene1044	exp3	Upregulated
1045	gene1045	exp3	Upregulated
1046	gene1046	exp3	Upregulated
1047	gene1047	exp3	Upregulated
1048	gene1048	exp3	Upregulated
1049	gene1049	exp3	Upregulated
1050	gene1050	exp3	Upregulated
1051	gene1051	exp3	Downregulated
1052	gene1052	exp3	Downregulated
1053	gene1053	exp3	Downregulated
1054	gene1054	exp3	Downregulated
1055	gene1055	exp3	Downregulated
1056	gene1056	exp3	Downregulated
1057	gene1057	exp3	Downregulated
1058	gene1058	exp3	Downregulated
1059	gene1059	exp3	Downregulated
1060	gene1060	exp3	Downregulated
1061	gene1061	exp3	Downregulated
1062	gene1062	exp3	Downregulated
1063	gene1063	exp3	Downregulated
1064	gene1064	exp3	Downregulated
1065	gene1065	exp3	Downregulated
1066	gene1066	exp3	Downregulated
1067	gene1067	exp3	Downregulated
1068	gene1068	exp3	Downregulated
1069	gene1069	exp3	Downregulated
1070	gene1070	exp3	Downregulated
1071	gene1071	exp3	Downregulated
1072	gene1072	exp3	Downregulated
1073	gene1073	exp3	Downregulated
1074	gene1074	exp3	Downregulated
1075	gene1075	exp3	Downregulated
1076	gene1076	exp3	Downregulated
1077	gene1077	exp3	Downregulated
1078	gene1078	exp3	Downregulated
1079	gene1079	exp3	Downregulated
1080	gene1080	exp3	Downregulated
1081	gene1081	exp3	Downregulated
1082	gene1082	exp3	Downregulated
1083	gene1083	exp3	Downregulated
1084	gene1084	exp3	Downregulated
1085	gene1085	exp3	Downregulated
1086	gene1086	exp3	Downregulated
1087	gene1087	exp3	Downregulated
1088	gene1088	exp3	Downregulated
1089	gene1089	exp3	Downregulated
1090	gene1090	exp3	Downregulated
1091	gene1091	exp3	Downregulated
1092	gene1092	exp3	Downregulated
1093	gene1093	exp3	Downregulated
1094	gene1094	exp3	Downregulated
1095	gene1095	exp3	Downregulated
1096	gene1096	exp3	Downregulated
1097	gene1097	exp3	Downregulated
1098	gene1098	exp3	Downregulated
1099	gene1099	exp3	Downregulated
1100	gene1100	exp3	Downregulated
1101	gene1101	exp3	Downregulated
1102	gene1102	exp3	Downregulated
1103	gene1103	exp3	Downregulated
1104	gene1104	exp3	Downregulated
1105	gene1105	exp3	Downregulated
1106	gene1106	exp3	Downregulated
1107	gene1107	exp3	Downregulated
1108	gene1108	exp3	Downregulated
1109	gene1109	exp3	Downregulated
1110	gene1110	exp3	Downregulated
1111	gene1111	exp3	Downregulated
1112	gene1112	exp3	Downregulated
1113	gene1113	exp3	Downregulated
1114	gene1114	exp3	Downregulated
1115	gene1115	exp3	Downregulated
1116	gene1116	exp3	Downregulated
1117	gene1117	exp3	Downregulated
1118	gene1118	exp3	Downregulated
1119	gene1119	exp3	Downregulated
1120	gene1120	exp3	Downregulated
1121	gene1121	exp3	Downregulated
1122	gene1122	exp3	Downregulated
1123	gene1123	exp3	Downregulated
1124	gene1124	exp3	Downregulated
1125	gene1125	exp3	Downregulated
1126	gene1126	exp3	Downregulated
1127	gene1127	exp3	Downregulated
1128	gene1128	exp3	Downregulated
1129	gene1129	exp3	Downregulated
1130	gene1130	exp3	Downregulated
1131	gene1131	exp3	Downregulated
1132	gene1132	exp3	Downregulated
1133	gene1133	exp3	Downregulated
1134	gene1134	exp3	Downregulated
1135	gene1135	exp3	Downregulated
1136	gene1136	exp3	Downregulated
1137	gene1137	exp3	Downregulated
1138	gene1138	exp3	Downregulated
1139	gene1139	exp3	Downregulated
1140	gene1140	exp3	Downregulated
1141	gene1141	exp3	Downregulated
1142	gene1142	exp3	Downregulated
1143	gene1143	exp3	Downregulated
1144	gene1144	exp3	Downregulated
1145	gene1145	exp3	Downregulated
1146	gene1146	exp3	Downregulated
1147	gene1147	exp3	Downregulated
1148	gene1148	exp3	Downregulated
1149	gene1149	exp3	Downregulated
1150	gene1150	exp3	Downregulated
1151	gene1151	exp3	Downregulated
1152	gene1152	exp3	Downregulated
1153	gene1153	exp3	Downregulated
1154	gene1154	exp3	Downregulated
1155	gene1155	exp3	Downregulated
1156	gene1156	exp3	Downregulated
1157	gene1157	exp3	Downregulated
1158	gene1158	exp3	Downregulated
1159	gene1159	exp3	Downregulated
1160	gene1160	exp3	Downregulated
1161	gene1161	exp3	Downregulated
1162	gene1162	exp3	Downregulated
1163	gene1163	exp3	Downregulated
1164	gene1164	exp3	Downregulated
1165	gene1165	exp3	Downregulated
1166	gene1166	exp3	Downregulated
1167	gene1167	exp3	Downregulated
1168	gene1168	exp3	Downregulated
1169	gene1169	exp3	Downregulated
1170	gene1170	exp3	Downregulated
1171	gene1171	exp3	Downregulated
1172	gene1172	exp3	Downregulated
1173	gene1173	exp3	Downregulated
1174	gene1174	exp3	Downregulated
1175	gene1175	exp3	Downregulated
1176	gene1176	exp3	Downregulated
1177	gene1177	exp3	Downregulated
1178	gene1178	exp3	Downregulated
1179	gene1179	exp3	Downregulated
1180	gene1180	exp3	Downregulated
1181	gene1181	exp3	Downregulated
1182	gene1182	exp3	Downregulated
1183	gene1183	exp3	Downregulated
1184	gene1184	exp3	Downregulated
1185	gene1185	exp3	Downregulated
1186	gene1186	exp3	Downregulated
1187	gene1187	exp3	Downregulated
1188	gene1188	exp3	Downregulated
1189	gene1189	exp3	Downregulated
1190	gene1190	exp3	Downregulated
1191	gene1191	exp3	Downregulated
1192	gene1192	exp3	Downregulated
1193	gene1193	exp3	Downregulated
1194	gene1194	exp3	Downregulated
1195	gene1195	exp3	Downregulated
1196	gene1196	exp3	Downregulated
1197	gene1197	exp3	Downregulated
1198	gene1198	exp3	Downregulated
1199	gene1199	exp3	Downregulated
1200	gene1200	exp3	Downregulated
1201	gene1201	power	Upregulated
1202	gene1202	power	Upregulated
1203	gene1203	power	Upregulated
1204	gene1204	power	Upregulated
1205	gene1205	power	Upregulated
1206	gene1206	power	Upregulated
1207	gene1207	power	Upregulated
1208	gene1208	power	Upregulated
1209	gene1209	power	Upregulated
1210	gene1210	power	Upregulated
1211	gene1211	power	Upregulated
1212	gene1212	power	Upregulated
1213	gene1213	power	Upregulated
1214	gene1214	power	Upregulated
1215	gene1215	power	Upregulated
1216	gene1216	power	Upregulated
1217	gene1217	power	Upregulated
1218	gene1218	power	Upregulated
1219	gene1219	power	Upregulated
1220	gene1220	power	Upregulated
1221	gene1221	power	Upregulated
1222	gene1222	power	Upregulated
1223	gene1223	power	Upregulated
1224	gene1224	power	Upregulated
1225	gene1225	power	Upregulated
1226	gene1226	power	Upregulated
1227	gene1227	power	Upregulated
1228	gene1228	power	Upregulated
1229	gene1229	power	Upregulated
1230	gene1230	power	Upregulated
1231	gene1231	power	Upregulated
1232	gene1232	power	Upregulated
1233	gene1233	power	Upregulated
1234	gene1234	power	Upregulated
1235	gene1235	power	Upregulated
1236	gene1236	power	Upregulated
1237	gene1237	power	Upregulated
1238	gene1238	power	Upregulated
1239	gene1239	power	Upregulated
1240	gene1240	power	Upregulated
1241	gene1241	power	Upregulated
1242	gene1242	power	Upregulated
1243	gene1243	power	Upregulated
1244	gene1244	power	Upregulated
1245	gene1245	power	Upregulated
1246	gene1246	power	Upregulated
1247	gene1247	power	Upregulated
1248	gene1248	power	Upregulated
1249	gene1249	power	Upregulated
1250	gene1250	power	Upregulated
1251	gene1251	power	Upregulated
1252	gene1252	power	Upregulated
1253	gene1253	power	Upregulated
1254	gene1254	power	Upregulated
1255	gene1255	power	Upregulated
1256	gene1256	power	Upregulated
1257	gene1257	power	Upregulated
1258	gene1258	power	Upregulated
1259	gene1259	power	Upregulated
1260	gene1260	power	Upregulated
1261	gene1261	power	Upregulated
1262	gene1262	power	Upregulated
1263	gene1263	power	Upregulated
1264	gene1264	power	Upregulated
1265	gene1265	power	Upregulated
1266	gene1266	power	Upregulated
1267	gene1267	power	Upregulated
1268	gene1268	power	Upregulated
1269	gene1269	power	Upregulated
1270	gene1270	power	Upregulated
1271	gene1271	power	Upregulated
1272	gene1272	power	Upregulated
1273	gene1273	power	Upregulated
1274	gene1274	power	Upregulated
1275	gene1275	power	Upregulated
1276	gene1276	power	Upregulated
1277	gene1277	power	Upregulated
1278	gene1278	power	Upregulated
1279	gene1279	power	Upregulated
1280	gene1280	power	Upregulated
1281	gene1281	power	Upregulated
1282	gene1282	power	Upregulated
1283	gene1283	power	Upregulated
1284	gene1284	power	Upregulated
1285	gene1285	power	Upregulated
1286	gene1286	power	Upregulated
1287	gene1287	power	Upregulated
1288	gene1288	power	Upregulated
1289	gene1289	power	Upregulated
1290	gene1290	power	Upregulated
1291	gene1291	power	Upregulated
1292	gene1292	power	Upregulated
1293	gene1293	power	Upregulated
1294	gene1294	power	Upregulated
1295	gene1295	power	Upregulated
1296	gene1296	power	Upregulated
1297	gene1297	power	Upregulated
1298	gene1298	power	Upregulated
1299	gene1299	power	Upregulated
1300	gene1300	power	Upregulated
1301	gene1301	power	Upregulated
1302	gene1302	power	Upregulated
1303	gene1303	power	Upregulated
1304	gene1304	power	Upregulated
1305	gene1305	power	Upregulated
1306	gene1306	power	Upregulated
1307	gene1307	power	Upregulated
1308	gene1308	power	Upregulated
1309	gene1309	power	Upregulated
1310	gene1310	power	Upregulated
1311	gene1311	power	Upregulated
1312	gene1312	power	Upregulated
1313	gene1313	power	Upregulated
1314	gene1314	power	Upregulated
1315	gene1315	power	Upregulated
1316	gene1316	power	Upregulated
1317	gene1317	power	Upregulated
1318	gene1318	power	Upregulated
1319	gene1319	power	Upregulated
1320	gene1320	power	Upregulated
1321	gene1321	power	Upregulated
1322	gene1322	power	Upregulated
1323	gene1323	power	Upregulated
1324	gene1324	power	Upregulated
1325	gene1325	power	Upregulated
1326	gene1326	power	Upregulated
1327	gene1327	power	Upregulated
1328	gene1328	power	Upregulated
1329	gene1329	power	Upregulated
1330	gene1330	power	Upregulated
1331	gene1331	power	Upregulated
1332	gene1332	power	Upregulated
1333	gene1333	power	Upregulated
1334	gene1334	power	Upregulated
1335	gene1335	power	Upregulated
1336	gene1336	power	Upregulated
1337	gene1337	power	Upregulated
1338	gene1338	power	Upregulated
1339	gene1339	power	Upregulated
1340	gene1340	power	Upregulated
1341	gene1341	power	Upregulated
1342	gene1342	power	Upregulated
1343	gene1343	power	Upregulated
1344	gene1344	power	Upregulated
1345	gene1345	power	Upregulated
1346	gene1346	power	Upregulated
1347	gene1347	power	Upregulated
1348	gene1348	power	Upregulated
1349	gene1349	power	Upregulated
1350	gene1350	power	Upregulated
1351	gene1351	power	Downregulated
1352	gene1352	power	Downregulated
1353	gene1353	power	Downregulated
1354	gene1354	power	Downregulated
1355	gene1355	power	Downregulated
1356	gene1356	power	Downregulated
1357	gene1357	power	Downregulated
1358	gene1358	power	Downregulated
1359	gene1359	power	Downregulated
1360	gene1360	power	Downregulated
1361	gene1361	power	Downregulated
1362	gene1362	power	Downregulated
1363	gene1363	power	Downregulated
1364	gene1364	power	Downregulated
1365	gene1365	power	Downregulated
1366	gene1366	power	Downregulated
1367	gene1367	power	Downregulated
1368	gene1368	power	Downregulated
1369	gene1369	power	Downregulated
1370	gene1370	power	Downregulated
1371	gene1371	power	Downregulated
1372	gene1372	power	Downregulated
1373	gene1373	power	Downregulated
1374	gene1374	power	Downregulated
1375	gene1375	power	Downregulated
1376	gene1376	power	Downregulated
1377	gene1377	power	Downregulated
1378	gene1378	power	Downregulated
1379	gene1379	power	Downregulated
1380	gene1380	power	Downregulated
1381	gene1381	power	Downregulated
1382	gene1382	power	Downregulated
1383	gene1383	power	Downregulated
1384	gene1384	power	Downregulated
1385	gene1385	power	Downregulated
1386	gene1386	power	Downregulated
1387	gene1387	power	Downregulated
1388	gene1388	power	Downregulated
1389	gene1389	power	Downregulated
1390	gene1390	power	Downregulated
1391	gene1391	power	Downregulated
1392	gene1392	power	Downregulated
1393	gene1393	power	Downregulated
1394	gene1394	power	Downregulated
1395	gene1395	power	Downregulated
1396	gene1396	power	Downregulated
1397	gene1397	power	Downregulated
1398	gene1398	power	Downregulated
1399	gene1399	power	Downregulated
1400	gene1400	power	Downregulated
1401	gene1401	power	Downregulated
1402	gene1402	power	Downregulated
1403	gene1403	power	Downregulated
1404	gene1404	power	Downregulated
1405	gene1405	power	Downregulated
1406	gene1406	power	Downregulated
1407	gene1407	power	Downregulated
1408	gene1408	power	Downregulated
1409	gene1409	power	Downregulated
1410	gene1410	power	Downregulated
1411	gene1411	power	Downregulated
1412	gene1412	power	Downregulated
1413	gene1413	power	Downregulated
1414	gene1414	power	Downregulated
1415	gene1415	power	Downregulated
1416	gene1416	power	Downregulated
1417	gene1417	power	Downregulated
1418	gene1418	power	Downregulated
1419	gene1419	power	Downregulated
1420	gene1420	power	Downregulated
1421	gene1421	power	Downregulated
1422	gene1422	power	Downregulated
1423	gene1423	power	Downregulated
1424	gene1424	power	Downregulated
1425	gene1425	power	Downregulated
1426	gene1426	power	Downregulated
1427	gene1427	power	Downregulated
1428	gene1428	power	Downregulated
1429	gene1429	power	Downregulated
1430	gene1430	power	Downregulated
1431	gene1431	power	Downregulated
1432	gene1432	power	Downregulated
1433	gene1433	power	Downregulated
1434	gene1434	power	Downregulated
1435	gene1435	power	Downregulated
1436	gene1436	power	Downregulated
1437	gene1437	power	Downregulated
1438	gene1438	power	Downregulated
1439	gene1439	power	Downregulated
1440	gene1440	power	Downregulated
1441	gene1441	power	Downregulated
1442	gene1442	power	Downregulated
1443	gene1443	power	Downregulated
1444	gene1444	power	Downregulated
1445	gene1445	power	Downregulated
1446	gene1446	power	Downregulated
1447	gene1447	power	Downregulated
1448	gene1448	power	Downregulated
1449	gene1449	power	Downregulated
1450	gene1450	power	Downregulated
1451	gene1451	power	Downregulated
1452	gene1452	power	Downregulated
1453	gene1453	power	Downregulated
1454	gene1454	power	Downregulated
1455	gene1455	power	Downregulated
1456	gene1456	power	Downregulated
1457	gene1457	power	Downregulated
1458	gene1458	power	Downregulated
1459	gene1459	power	Downregulated
1460	gene1460	power	Downregulated
1461	gene1461	power	Downregulated
1462	gene1462	power	Downregulated
1463	gene1463	power	Downregulated
1464	gene1464	power	Downregulated
1465	gene1465	power	Downregulated
1466	gene1466	power	Downregulated
1467	gene1467	power	Downregulated
1468	gene1468	power	Downregulated
1469	gene1469	power	Downregulated
1470	gene1470	power	Downregulated
1471	gene1471	power	Downregulated
1472	gene1472	power	Downregulated
1473	gene1473	power	Downregulated
1474	gene1474	power	Downregulated
1475	gene1475	power	Downregulated
1476	gene1476	power	Downregulated
1477	gene1477	power	Downregulated
1478	gene1478	power	Downregulated
1479	gene1479	power	Downregulated
1480	gene1480	power	Downregulated
1481	gene1481	power	Downregulated
1482	gene1482	power	Downregulated
1483	gene1483	power	Downregulated
1484	gene1484	power	Downregulated
1485	gene1485	power	Downregulated
1486	gene1486	power	Downregulated
1487	gene1487	power	Downregulated
1488	gene1488	power	Downregulated
1489	gene1489	power	Downregulated
1490	gene1490	power	Downregulated
1491	gene1491	power	Downregulated
1492	gene1492	power	Downregulated
1493	gene1493	power	Downregulated
1494	gene1494	power	Downregulated
1495	gene1495	power	Downregulated
1496	gene1496	power	Downregulated
1497	gene1497	power	Downregulated
1498	gene1498	power	Downregulated
1499	gene1499	power	Downregulated
1500	gene1500	power	Downregulated
1501	gene1501	linear	Upregulated
1502	gene1502	linear	Upregulated
1503	gene1503	linear	Upregulated
1504	gene1504	linear	Upregulated
1505	gene1505	linear	Upregulated
1506	gene1506	linear	Upregulated
1507	gene1507	linear	Upregulated
1508	gene1508	linear	Upregulated
1509	gene1509	linear	Upregulated
1510	gene1510	linear	Upregulated
1511	gene1511	linear	Upregulated
1512	gene1512	linear	Upregulated
1513	gene1513	linear	Upregulated
1514	gene1514	linear	Upregulated
1515	gene1515	linear	Upregulated
1516	gene1516	linear	Upregulated
1517	gene1517	linear	Upregulated
1518	gene1518	linear	Upregulated
1519	gene1519	linear	Upregulated
1520	gene1520	linear	Upregulated
1521	gene1521	linear	Upregulated
1522	gene1522	linear	Upregulated
1523	gene1523	linear	Upregulated
1524	gene1524	linear	Upregulated
1525	gene1525	linear	Upregulated
1526	gene1526	linear	Upregulated
1527	gene1527	linear	Upregulated
1528	gene1528	linear	Upregulated
1529	gene1529	linear	Upregulated
1530	gene1530	linear	Upregulated
1531	gene1531	linear	Upregulated
1532	gene1532	linear	Upregulated
1533	gene1533	linear	Upregulated
1534	gene1534	linear	Upregulated
1535	gene1535	linear	Upregulated
1536	gene1536	linear	Upregulated
1537	gene1537	linear	Upregulated
1538	gene1538	linear	Upregulated
1539	gene1539	linear	Upregulated
1540	gene1540	linear	Upregulated
1541	gene1541	linear	Upregulated
1542	gene1542	linear	Upregulated
1543	gene1543	linear	Upregulated
1544	gene1544	linear	Upregulated
1545	gene1545	linear	Upregulated
1546	gene1546	linear	Upregulated
1547	gene1547	linear	Upregulated
1548	gene1548	linear	Upregulated
1549	gene1549	linear	Upregulated
1550	gene1550	linear	Upregulated
1551	gene1551	linear	Upregulated
1552	gene1552	linear	Upregulated
1553	gene1553	linear	Upregulated
1554	gene1554	linear	Upregulated
1555	gene1555	linear	Upregulated
1556	gene1556	linear	Upregulated
1557	gene1557	linear	Upregulated
1558	gene1558	linear	Upregulated
1559	gene1559	linear	Upregulated
1560	gene1560	linear	Upregulated
1561	gene1561	linear	Upregulated
1562	gene1562	linear	Upregulated
1563	gene1563	linear	Upregulated
1564	gene1564	linear	Upregulated
1565	gene1565	linear	Upregulated
1566	gene1566	linear	Upregulated
1567	gene1567	linear	Upregulated
1568	gene1568	linear	Upregulated
1569	gene1569	linear	Upregulated
1570	gene1570	linear	Upregulated
1571	gene1571	linear	Upregulated
1572	gene1572	linear	Upregulated
1573	gene1573	linear	Upregulated
1574	gene1574	linear	Upregulated
1575	gene1575	linear	Upregulated
1576	gene1576	linear	Upregulated
1577	gene1577	linear	Upregulated
1578	gene1578	linear	Upregulated
1579	gene1579	linear	Upregulated
1580	gene1580	linear	Upregulated
1581	gene1581	linear	Upregulated
1582	gene1582	linear	Upregulated
1583	gene1583	linear	Upregulated
1584	gene1584	linear	Upregulated
1585	gene1585	linear	Upregulated
1586	gene1586	linear	Upregulated
1587	gene1587	linear	Upregulated
1588	gene1588	linear	Upregulated
1589	gene1589	linear	Upregulated
1590	gene1590	linear	Upregulated
1591	gene1591	linear	Upregulated
1592	gene1592	linear	Upregulated
1593	gene1593	linear	Upregulated
1594	gene1594	linear	Upregulated
1595	gene1595	linear	Upregulated
1596	gene1596	linear	Upregulated
1597	gene1597	linear	Upregulated
1598	gene1598	linear	Upregulated
1599	gene1599	linear	Upregulated
1600	gene1600	linear	Upregulated
1601	gene1601	linear	Upregulated
1602	gene1602	linear	Upregulated
1603	gene1603	linear	Upregulated
1604	gene1604	linear	Upregulated
1605	gene1605	linear	Upregulated
1606	gene1606	linear	Upregulated
1607	gene1607	linear	Upregulated
1608	gene1608	linear	Upregulated
1609	gene1609	linear	Upregulated
1610	gene1610	linear	Upregulated
1611	gene1611	linear	Upregulated
1612	gene1612	linear	Upregulated
1613	gene1613	linear	Upregulated
1614	gene1614	linear	Upregulated
1615	gene1615	linear	Upregulated
1616	gene1616	linear	Upregulated
1617	gene1617	linear	Upregulated
1618	gene1618	linear	Upregulated
1619	gene1619	linear	Upregulated
1620	gene1620	linear	Upregulated
1621	gene1621	linear	Upregulated
1622	gene1622	linear	Upregulated
1623	gene1623	linear	Upregulated
1624	gene1624	linear	Upregulated
1625	gene1625	linear	Upregulated
1626	gene1626	linear	Upregulated
1627	gene1627	linear	Upregulated
1628	gene1628	linear	Upregulated
1629	gene1629	linear	Upregulated
1630	gene1630	linear	Upregulated
1631	gene1631	linear	Upregulated
1632	gene1632	linear	Upregulated
1633	gene1633	linear	Upregulated
1634	gene1634	linear	Upregulated
1635	gene1635	linear	Upregulated
1636	gene1636	linear	Upregulated
1637	gene1637	linear	Upregulated
1638	gene1638	linear	Upregulated
1639	gene1639	linear	Upregulated
1640	gene1640	linear	Upregulated
1641	gene1641	linear	Upregulated
1642	gene1642	linear	Upregulated
1643	gene1643	linear	Upregulated
1644	gene1644	linear	Upregulated
1645	gene1645	linear	Upregulated
1646	gene1646	linear	Upregulated
1647	gene1647	linear	Upregulated
1648	gene1648	linear	Upregulated
1649	gene1649	linear	Upregulated
1650	gene1650	linear	Upregulated
1651	gene1651	linear	Downregulated
1652	gene1652	linear	Downregulated
1653	gene1653	linear	Downregulated
1654	gene1654	linear	Downregulated
1655	gene1655	linear	Downregulated
1656	gene1656	linear	Downregulated
1657	gene1657	linear	Downregulated
1658	gene1658	linear	Downregulated
1659	gene1659	linear	Downregulated
1660	gene1660	linear	Downregulated
1661	gene1661	linear	Downregulated
1662	gene1662	linear	Downregulated
1663	gene1663	linear	Downregulated
1664	gene1664	linear	Downregulated
1665	gene1665	linear	Downregulated
1666	gene1666	linear	Downregulated
1667	gene1667	linear	Downregulated
1668	gene1668	linear	Downregulated
1669	gene1669	linear	Downregulated
1670	gene1670	linear	Downregulated
1671	gene1671	linear	Downregulated
1672	gene1672	linear	Downregulated
1673	gene1673	linear	Downregulated
1674	gene1674	linear	Downregulated
1675	gene1675	linear	Downregulated
1676	gene1676	linear	Downregulated
1677	gene1677	linear	Downregulated
1678	gene1678	linear	Downregulated
1679	gene1679	linear	Downregulated
1680	gene1680	linear	Downregulated
1681	gene1681	linear	Downregulated
1682	gene1682	linear	Downregulated
1683	gene1683	linear	Downregulated
1684	gene1684	linear	Downregulated
1685	gene1685	linear	Downregulated
1686	gene1686	linear	Downregulated
1687	gene1687	linear	Downregulated
1688	gene1688	linear	Downregulated
1689	gene1689	linear	Downregulated
1690	gene1690	linear	Downregulated
1691	gene1691	linear	Downregulated
1692	gene1692	linear	Downregulated
1693	gene1693	linear	Downregulated
1694	gene1694	linear	Downregulated
1695	gene1695	linear	Downregulated
1696	gene1696	linear	Downregulated
1697	gene1697	linear	Downregulated
1698	gene1698	linear	Downregulated
1699	gene1699	linear	Downregulated
1700	gene1700	linear	Downregulated
1701	gene1701	linear	Downregulated
1702	gene1702	linear	Downregulated
1703	gene1703	linear	Downregulated
1704	gene1704	linear	Downregulated
1705	gene1705	linear	Downregulated
1706	gene1706	linear	Downregulated
1707	gene1707	linear	Downregulated
1708	gene1708	linear	Downregulated
1709	gene1709	linear	Downregulated
1710	gene1710	linear	Downregulated
1711	gene1711	linear	Downregulated
1712	gene1712	linear	Downregulated
1713	gene1713	linear	Downregulated
1714	gene1714	linear	Downregulated
1715	gene1715	linear	Downregulated
1716	gene1716	linear	Downregulated
1717	gene1717	linear	Downregulated
1718	gene1718	linear	Downregulated
1719	gene1719	linear	Downregulated
1720	gene1720	linear	Downregulated
1721	gene1721	linear	Downregulated
1722	gene1722	linear	Downregulated
1723	gene1723	linear	Downregulated
1724	gene1724	linear	Downregulated
1725	gene1725	linear	Downregulated
1726	gene1726	linear	Downregulated
1727	gene1727	linear	Downregulated
1728	gene1728	linear	Downregulated
1729	gene1729	linear	Downregulated
1730	gene1730	linear	Downregulated
1731	gene1731	linear	Downregulated
1732	gene1732	linear	Downregulated
1733	gene1733	linear	Downregulated
1734	gene1734	linear	Downregulated
1735	gene1735	linear	Downregulated
1736	gene1736	linear	Downregulated
1737	gene1737	linear	Downregulated
1738	gene1738	linear	Downregulated
1739	gene1739	linear	Downregulated
1740	gene1740	linear	Downregulated
1741	gene1741	linear	Downregulated
1742	gene1742	linear	Downregulated
1743	gene1743	linear	Downregulated
1744	gene1744	linear	Downregulated
