Gene Model Direction
931 gene931 unchanged Unchanged
932 gene932 unchanged Unchanged
933 gene933 unchanged Unchanged
934 gene934 unchanged Unchanged
935 gene935 unchanged Unchanged
936 gene936 unchanged Unchanged
937 gene937 unchanged Unchanged
938 gene938 unchanged Unchanged
939 gene939 unchanged Unchanged
940 gene940 unchanged Unchanged
941 gene941 unchanged Unchanged
942 gene942 unchanged Unchanged
943 gene943 unchanged Unchanged
944 gene944 unchanged Unchanged
945 gene945 unchanged Unchanged
946 gene946 unchanged Unchanged
947 gene947 unchanged Unchanged
948 gene948 unchanged Unchanged
949 gene949 unchanged Unchanged
950 gene950 unchanged Unchanged
951 gene951 unchanged Unchanged
952 gene952 unchanged Unchanged
953 gene953 unchanged Unchanged
954 gene954 unchanged Unchanged
955 gene955 unchanged Unchanged
956 gene956 unchanged Unchanged
957 gene957 unchanged Unchanged
958 gene958 unchanged Unchanged
959 gene959 unchanged Unchanged
960 gene960 unchanged Unchanged
961 gene961 unchanged Unchanged
962 gene962 unchanged Unchanged
963 gene963 unchanged Unchanged
964 gene964 unchanged Unchanged
965 gene965 unchanged Unchanged
966 gene966 unchanged Unchanged
967 gene967 unchanged Unchanged
968 gene968 unchanged Unchanged
969 gene969 unchanged Unchanged
970 gene970 unchanged Unchanged
971 gene971 unchanged Unchanged
972 gene972 unchanged Unchanged
973 gene973 unchanged Unchanged
974 gene974 unchanged Unchanged
975 gene975 unchanged Unchanged
976 gene976 unchanged Unchanged
977 gene977 unchanged Unchanged
978 gene978 unchanged Unchanged
979 gene979 unchanged Unchanged
980 gene980 unchanged Unchanged
981 gene981 unchanged Unchanged
982 gene982 unchanged Unchanged
983 gene983 unchanged Unchanged
984 gene984 unchanged Unchanged
985 gene985 unchanged Unchanged
986 gene986 unchanged Unchanged
987 gene987 unchanged Unchanged
988 gene988 unchanged Unchanged
989 gene989 unchanged Unchanged
990 gene990 unchanged Unchanged
991 gene991 unchanged Unchanged
992 gene992 unchanged Unchanged
993 gene993 unchanged Unchanged
994 gene994 unchanged Unchanged
995 gene995 unchanged Unchanged
996 gene996 unchanged Unchanged
997 gene997 unchanged Unchanged
998 gene998 unchanged Unchanged
999 gene999 unchanged Unchanged
1000 gene1000 unchanged Unchanged
1001 gene1001 unchanged Unchanged
1002 gene1002 unchanged Unchanged
1003 gene1003 unchanged Unchanged
1004 gene1004 unchanged Unchanged
1005 gene1005 unchanged Unchanged
1006 gene1006 unchanged Unchanged
1007 gene1007 unchanged Unchanged
1008 gene1008 unchanged Unchanged
1009 gene1009 unchanged Unchanged
1010 gene1010 unchanged Unchanged
1011 gene1011 unchanged Unchanged
1012 gene1012 unchanged Unchanged
1013 gene1013 unchanged Unchanged
1014 gene1014 unchanged Unchanged
1015 gene1015 unchanged Unchanged
1016 gene1016 unchanged Unchanged
1017 gene1017 unchanged Unchanged
1018 gene1018 unchanged Unchanged
1019 gene1019 unchanged Unchanged
1020 gene1020 unchanged Unchanged
1021 gene1021 unchanged Unchanged
1022 gene1022 unchanged Unchanged
1023 gene1023 unchanged Unchanged
1024 gene1024 unchanged Unchanged
1025 gene1025 unchanged Unchanged
1026 gene1026 unchanged Unchanged
1027 gene1027 unchanged Unchanged
1028 gene1028 unchanged Unchanged
1029 gene1029 unchanged Unchanged
1030 gene1030 unchanged Unchanged
1031 gene1031 unchanged Unchanged
1032 gene1032 unchanged Unchanged
1033 gene1033 unchanged Unchanged
1034 gene1034 unchanged Unchanged
1035 gene1035 unchanged Unchanged
1036 gene1036 unchanged Unchanged
1037 gene1037 unchanged Unchanged
1038 gene1038 unchanged Unchanged
1039 gene1039 unchanged Unchanged
1040 gene1040 unchanged Unchanged
1041 gene1041 unchanged Unchanged
1042 gene1042 unchanged Unchanged
1043 gene1043 unchanged Unchanged
1044 gene1044 unchanged Unchanged
1045 gene1045 unchanged Unchanged
1046 gene1046 unchanged Unchanged
1047 gene1047 unchanged Unchanged
1048 gene1048 unchanged Unchanged
1049 gene1049 unchanged Unchanged
1050 gene1050 unchanged Unchanged
1051 gene1051 unchanged Unchanged
1052 gene1052 unchanged Unchanged
1053 gene1053 unchanged Unchanged
1054 gene1054 unchanged Unchanged
1055 gene1055 unchanged Unchanged
1056 gene1056 unchanged Unchanged
1057 gene1057 unchanged Unchanged
1058 gene1058 unchanged Unchanged
1059 gene1059 unchanged Unchanged
1060 gene1060 unchanged Unchanged
1061 gene1061 unchanged Unchanged
1062 gene1062 unchanged Unchanged
1063 gene1063 unchanged Unchanged
1064 gene1064 unchanged Unchanged
1065 gene1065 unchanged Unchanged
1066 gene1066 unchanged Unchanged
1067 gene1067 unchanged Unchanged
1068 gene1068 unchanged Unchanged
1069 gene1069 unchanged Unchanged
1070 gene1070 unchanged Unchanged
1071 gene1071 unchanged Unchanged
1072 gene1072 unchanged Unchanged
1073 gene1073 unchanged Unchanged
1074 gene1074 unchanged Unchanged
1075 gene1075 unchanged Unchanged
1076 gene1076 unchanged Unchanged
1077 gene1077 unchanged Unchanged
1078 gene1078 unchanged Unchanged
1079 gene1079 unchanged Unchanged
1080 gene1080 unchanged Unchanged
1081 gene1081 unchanged Unchanged
1082 gene1082 unchanged Unchanged
1083 gene1083 unchanged Unchanged
1084 gene1084 unchanged Unchanged
1085 gene1085 unchanged Unchanged
1086 gene1086 unchanged Unchanged
1087 gene1087 unchanged Unchanged
1088 gene1088 unchanged Unchanged
1089 gene1089 unchanged Unchanged
1090 gene1090 unchanged Unchanged
1091 gene1091 unchanged Unchanged
1092 gene1092 unchanged Unchanged
1093 gene1093 unchanged Unchanged
1094 gene1094 unchanged Unchanged
1095 gene1095 unchanged Unchanged
1096 gene1096 unchanged Unchanged
1097 gene1097 unchanged Unchanged
1098 gene1098 unchanged Unchanged
1099 gene1099 unchanged Unchanged
1100 gene1100 unchanged Unchanged
1101 gene1101 unchanged Unchanged
1102 gene1102 unchanged Unchanged
1103 gene1103 unchanged Unchanged
1104 gene1104 unchanged Unchanged
1105 gene1105 unchanged Unchanged
1106 gene1106 unchanged Unchanged
1107 gene1107 unchanged Unchanged
1108 gene1108 unchanged Unchanged
1109 gene1109 unchanged Unchanged
1110 gene1110 unchanged Unchanged
1111 gene1111 unchanged Unchanged
1112 gene1112 unchanged Unchanged
1113 gene1113 unchanged Unchanged
1114 gene1114 unchanged Unchanged
1115 gene1115 unchanged Unchanged
1116 gene1116 unchanged Unchanged
1117 gene1117 unchanged Unchanged
1118 gene1118 unchanged Unchanged
1119 gene1119 unchanged Unchanged
1120 gene1120 unchanged Unchanged
1121 gene1121 unchanged Unchanged
1122 gene1122 unchanged Unchanged
1123 gene1123 unchanged Unchanged
1124 gene1124 unchanged Unchanged
1125 gene1125 unchanged Unchanged
1126 gene1126 unchanged Unchanged
1127 gene1127 unchanged Unchanged
1128 gene1128 unchanged Unchanged
1129 gene1129 unchanged Unchanged
1130 gene1130 unchanged Unchanged
1131 gene1131 unchanged Unchanged
1132 gene1132 unchanged Unchanged
1133 gene1133 unchanged Unchanged
1134 gene1134 unchanged Unchanged
1135 gene1135 unchanged Unchanged
1136 gene1136 unchanged Unchanged
1137 gene1137 unchanged Unchanged
1138 gene1138 unchanged Unchanged
1139 gene1139 unchanged Unchanged
1140 gene1140 unchanged Unchanged
1141 gene1141 unchanged Unchanged
1142 gene1142 unchanged Unchanged
1143 gene1143 unchanged Unchanged
1144 gene1144 unchanged Unchanged
1145 gene1145 unchanged Unchanged
1146 gene1146 unchanged Unchanged
1147 gene1147 unchanged Unchanged
1148 gene1148 unchanged Unchanged
1149 gene1149 unchanged Unchanged
1150 gene1150 unchanged Unchanged
1151 gene1151 unchanged Unchanged
1152 gene1152 unchanged Unchanged
1153 gene1153 unchanged Unchanged
1154 gene1154 unchanged Unchanged
1155 gene1155 unchanged Unchanged
1156 gene1156 unchanged Unchanged
1157 gene1157 unchanged Unchanged
1158 gene1158 unchanged Unchanged
1159 gene1159 unchanged Unchanged
1160 gene1160 unchanged Unchanged
1161 gene1161 unchanged Unchanged
1162 gene1162 unchanged Unchanged
1163 gene1163 unchanged Unchanged
1164 gene1164 unchanged Unchanged
1165 gene1165 unchanged Unchanged
1166 gene1166 unchanged Unchanged
1167 gene1167 unchanged Unchanged
1168 gene1168 unchanged Unchanged
1169 gene1169 unchanged Unchanged
1170 gene1170 unchanged Unchanged
1171 gene1171 unchanged Unchanged
1172 gene1172 unchanged Unchanged
1173 gene1173 unchanged Unchanged
1174 gene1174 unchanged Unchanged
1175 gene1175 unchanged Unchanged
1176 gene1176 unchanged Unchanged
1177 gene1177 unchanged Unchanged
1178 gene1178 unchanged Unchanged
1179 gene1179 unchanged Unchanged
1180 gene1180 unchanged Unchanged
1181 gene1181 unchanged Unchanged
1182 gene1182 unchanged Unchanged
1183 gene1183 unchanged Unchanged
1184 gene1184 unchanged Unchanged
1185 gene1185 unchanged Unchanged
1186 gene1186 unchanged Unchanged
1187 gene1187 unchanged Unchanged
1188 gene1188 unchanged Unchanged
1189 gene1189 unchanged Unchanged
1190 gene1190 unchanged Unchanged
1191 gene1191 unchanged Unchanged
1192 gene1192 unchanged Unchanged
1193 gene1193 unchanged Unchanged
1194 gene1194 unchanged Unchanged
1195 gene1195 unchanged Unchanged
1196 gene1196 unchanged Unchanged
1197 gene1197 unchanged Unchanged
1198 gene1198 unchanged Unchanged
1199 gene1199 unchanged Unchanged
1200 gene1200 unchanged Unchanged
1201 gene1201 unchanged Unchanged
1202 gene1202 unchanged Unchanged
1203 gene1203 unchanged Unchanged
1204 gene1204 unchanged Unchanged
1205 gene1205 unchanged Unchanged
1206 gene1206 unchanged Unchanged
1207 gene1207 unchanged Unchanged
1208 gene1208 unchanged Unchanged
1209 gene1209 unchanged Unchanged
1210 gene1210 unchanged Unchanged
1211 gene1211 unchanged Unchanged
1212 gene1212 unchanged Unchanged
1213 gene1213 unchanged Unchanged
1214 gene1214 unchanged Unchanged
1215 gene1215 unchanged Unchanged
1216 gene1216 unchanged Unchanged
1217 gene1217 unchanged Unchanged
1218 gene1218 unchanged Unchanged
1219 gene1219 unchanged Unchanged
1220 gene1220 unchanged Unchanged
1221 gene1221 unchanged Unchanged
1222 gene1222 unchanged Unchanged
1223 gene1223 unchanged Unchanged
1224 gene1224 unchanged Unchanged
1225 gene1225 unchanged Unchanged
1226 gene1226 unchanged Unchanged
1227 gene1227 unchanged Unchanged
1228 gene1228 unchanged Unchanged
1229 gene1229 unchanged Unchanged
1230 gene1230 unchanged Unchanged
1231 gene1231 unchanged Unchanged
1232 gene1232 unchanged Unchanged
1233 gene1233 unchanged Unchanged
1234 gene1234 unchanged Unchanged
1235 gene1235 unchanged Unchanged
1236 gene1236 unchanged Unchanged
1237 gene1237 unchanged Unchanged
1238 gene1238 unchanged Unchanged
1239 gene1239 unchanged Unchanged
1240 gene1240 unchanged Unchanged
1241 gene1241 unchanged Unchanged
1242 gene1242 unchanged Unchanged
1243 gene1243 unchanged Unchanged
1244 gene1244 unchanged Unchanged
1245 gene1245 unchanged Unchanged
1246 gene1246 unchanged Unchanged
1247 gene1247 unchanged Unchanged
1248 gene1248 unchanged Unchanged
1249 gene1249 unchanged Unchanged
1250 gene1250 unchanged Unchanged
1251 gene1251 unchanged Unchanged
1252 gene1252 unchanged Unchanged
1253 gene1253 unchanged Unchanged
1254 gene1254 unchanged Unchanged
1255 gene1255 unchanged Unchanged
1256 gene1256 unchanged Unchanged
1257 gene1257 unchanged Unchanged
1258 gene1258 unchanged Unchanged
1259 gene1259 unchanged Unchanged
1260 gene1260 unchanged Unchanged
1261 gene1261 unchanged Unchanged
1262 gene1262 unchanged Unchanged
1263 gene1263 unchanged Unchanged
1264 gene1264 unchanged Unchanged
1265 gene1265 unchanged Unchanged
1266 gene1266 unchanged Unchanged
1267 gene1267 unchanged Unchanged
1268 gene1268 unchanged Unchanged
1269 gene1269 unchanged Unchanged
1270 gene1270 unchanged Unchanged
1271 gene1271 unchanged Unchanged
1272 gene1272 unchanged Unchanged
1273 gene1273 unchanged Unchanged
1274 gene1274 unchanged Unchanged
1275 gene1275 unchanged Unchanged
1276 gene1276 unchanged Unchanged
1277 gene1277 unchanged Unchanged
1278 gene1278 unchanged Unchanged
1279 gene1279 unchanged Unchanged
1280 gene1280 unchanged Unchanged
1281 gene1281 unchanged Unchanged
1282 gene1282 unchanged Unchanged
1283 gene1283 unchanged Unchanged
1284 gene1284 unchanged Unchanged
1285 gene1285 unchanged Unchanged
1286 gene1286 unchanged Unchanged
1287 gene1287 unchanged Unchanged
1288 gene1288 unchanged Unchanged
1289 gene1289 unchanged Unchanged
1290 gene1290 unchanged Unchanged
1291 gene1291 unchanged Unchanged
1292 gene1292 unchanged Unchanged
1293 gene1293 unchanged Unchanged
1294 gene1294 unchanged Unchanged
1295 gene1295 unchanged Unchanged
1296 gene1296 unchanged Unchanged
1297 gene1297 unchanged Unchanged
1298 gene1298 unchanged Unchanged
1299 gene1299 unchanged Unchanged
1300 gene1300 unchanged Unchanged
1301 gene1301 unchanged Unchanged
1302 gene1302 unchanged Unchanged
1303 gene1303 unchanged Unchanged
1304 gene1304 unchanged Unchanged
1305 gene1305 unchanged Unchanged
1306 gene1306 unchanged Unchanged
1307 gene1307 unchanged Unchanged
1308 gene1308 unchanged Unchanged
1309 gene1309 unchanged Unchanged
1310 gene1310 unchanged Unchanged
1311 gene1311 unchanged Unchanged
1312 gene1312 unchanged Unchanged
1313 gene1313 unchanged Unchanged
1314 gene1314 unchanged Unchanged
1315 gene1315 unchanged Unchanged
1316 gene1316 unchanged Unchanged
1317 gene1317 unchanged Unchanged
1318 gene1318 unchanged Unchanged
1319 gene1319 unchanged Unchanged
1320 gene1320 unchanged Unchanged
1321 gene1321 unchanged Unchanged
1322 gene1322 unchanged Unchanged
1323 gene1323 unchanged Unchanged
1324 gene1324 unchanged Unchanged
1325 gene1325 unchanged Unchanged
1326 gene1326 unchanged Unchanged
1327 gene1327 unchanged Unchanged
1328 gene1328 unchanged Unchanged
1329 gene1329 unchanged Unchanged
1330 gene1330 unchanged Unchanged
1331 gene1331 unchanged Unchanged
1332 gene1332 unchanged Unchanged
1333 gene1333 unchanged Unchanged
1334 gene1334 unchanged Unchanged
1335 gene1335 unchanged Unchanged
1336 gene1336 unchanged Unchanged
1337 gene1337 unchanged Unchanged
1338 gene1338 unchanged Unchanged
1339 gene1339 unchanged Unchanged
1340 gene1340 unchanged Unchanged
1341 gene1341 unchanged Unchanged
1342 gene1342 unchanged Unchanged
1343 gene1343 unchanged Unchanged
1344 gene1344 unchanged Unchanged
1345 gene1345 unchanged Unchanged
1346 gene1346 unchanged Unchanged
1347 gene1347 unchanged Unchanged
1348 gene1348 unchanged Unchanged
1349 gene1349 unchanged Unchanged
1350 gene1350 unchanged Unchanged
1351 gene1351 unchanged Unchanged
1352 gene1352 unchanged Unchanged
1353 gene1353 unchanged Unchanged
1354 gene1354 unchanged Unchanged
1355 gene1355 unchanged Unchanged
1356 gene1356 unchanged Unchanged
1357 gene1357 unchanged Unchanged
1358 gene1358 unchanged Unchanged
1359 gene1359 unchanged Unchanged
1360 gene1360 unchanged Unchanged
1361 gene1361 unchanged Unchanged
1362 gene1362 unchanged Unchanged
1363 gene1363 unchanged Unchanged
1364 gene1364 unchanged Unchanged
1365 gene1365 unchanged Unchanged
1366 gene1366 unchanged Unchanged
1367 gene1367 unchanged Unchanged
1368 gene1368 unchanged Unchanged
1369 gene1369 unchanged Unchanged
1370 gene1370 unchanged Unchanged
1371 gene1371 unchanged Unchanged
1372 gene1372 unchanged Unchanged
1373 gene1373 unchanged Unchanged
1374 gene1374 unchanged Unchanged
1375 gene1375 unchanged Unchanged
1376 gene1376 unchanged Unchanged
1377 gene1377 unchanged Unchanged
1378 gene1378 unchanged Unchanged
1379 gene1379 unchanged Unchanged
1380 gene1380 unchanged Unchanged
1381 gene1381 unchanged Unchanged
1382 gene1382 unchanged Unchanged
1383 gene1383 unchanged Unchanged
1384 gene1384 unchanged Unchanged
1385 gene1385 unchanged Unchanged
1386 gene1386 unchanged Unchanged
1387 gene1387 unchanged Unchanged
1388 gene1388 unchanged Unchanged
1389 gene1389 unchanged Unchanged
1390 gene1390 unchanged Unchanged
1391 gene1391 unchanged Unchanged
1392 gene1392 unchanged Unchanged
1393 gene1393 unchanged Unchanged
1394 gene1394 unchanged Unchanged
1395 gene1395 unchanged Unchanged
1396 gene1396 unchanged Unchanged
1397 gene1397 unchanged Unchanged
1398 gene1398 unchanged Unchanged
1399 gene1399 unchanged Unchanged
1400 gene1400 unchanged Unchanged
1401 gene1401 unchanged Unchanged
1402 gene1402 unchanged Unchanged
1403 gene1403 unchanged Unchanged
1404 gene1404 unchanged Unchanged
1405 gene1405 unchanged Unchanged
1406 gene1406 unchanged Unchanged
1407 gene1407 unchanged Unchanged
1408 gene1408 unchanged Unchanged
1409 gene1409 unchanged Unchanged
1410 gene1410 unchanged Unchanged
1411 gene1411 unchanged Unchanged
1412 gene1412 unchanged Unchanged
1413 gene1413 unchanged Unchanged
1414 gene1414 unchanged Unchanged
1415 gene1415 unchanged Unchanged
1416 gene1416 unchanged Unchanged
1417 gene1417 unchanged Unchanged
1418 gene1418 unchanged Unchanged
1419 gene1419 unchanged Unchanged
1420 gene1420 unchanged Unchanged
1421 gene1421 unchanged Unchanged
1422 gene1422 unchanged Unchanged
1423 gene1423 unchanged Unchanged
1424 gene1424 unchanged Unchanged
1425 gene1425 unchanged Unchanged
1426 gene1426 unchanged Unchanged
1427 gene1427 unchanged Unchanged
1428 gene1428 unchanged Unchanged
1429 gene1429 unchanged Unchanged
1430 gene1430 unchanged Unchanged
1431 gene1431 unchanged Unchanged
1432 gene1432 unchanged Unchanged
1433 gene1433 unchanged Unchanged
1434 gene1434 unchanged Unchanged
1435 gene1435 unchanged Unchanged
1436 gene1436 unchanged Unchanged
1437 gene1437 unchanged Unchanged
1438 gene1438 unchanged Unchanged
1439 gene1439 unchanged Unchanged
1440 gene1440 unchanged Unchanged
1441 gene1441 unchanged Unchanged
1442 gene1442 unchanged Unchanged
1443 gene1443 unchanged Unchanged
1444 gene1444 unchanged Unchanged
1445 gene1445 unchanged Unchanged
1446 gene1446 unchanged Unchanged
1447 gene1447 unchanged Unchanged
1448 gene1448 unchanged Unchanged
1449 gene1449 unchanged Unchanged
1450 gene1450 unchanged Unchanged
1451 gene1451 unchanged Unchanged
1452 gene1452 unchanged Unchanged
1453 gene1453 unchanged Unchanged
1454 gene1454 unchanged Unchanged
1455 gene1455 unchanged Unchanged
1456 gene1456 unchanged Unchanged
1457 gene1457 unchanged Unchanged
1458 gene1458 unchanged Unchanged
1459 gene1459 unchanged Unchanged
1460 gene1460 unchanged Unchanged
1461 gene1461 unchanged Unchanged
1462 gene1462 unchanged Unchanged
1463 gene1463 unchanged Unchanged
1464 gene1464 unchanged Unchanged
1465 gene1465 unchanged Unchanged
1466 gene1466 unchanged Unchanged
1467 gene1467 unchanged Unchanged
1468 gene1468 unchanged Unchanged
1469 gene1469 unchanged Unchanged
1470 gene1470 unchanged Unchanged
1471 gene1471 unchanged Unchanged
1472 gene1472 unchanged Unchanged
1473 gene1473 unchanged Unchanged
1474 gene1474 unchanged Unchanged
1475 gene1475 unchanged Unchanged
1476 gene1476 unchanged Unchanged
1477 gene1477 unchanged Unchanged
1478 gene1478 unchanged Unchanged
1479 gene1479 unchanged Unchanged
1480 gene1480 unchanged Unchanged
1481 gene1481 unchanged Unchanged
1482 gene1482 unchanged Unchanged
1483 gene1483 unchanged Unchanged
1484 gene1484 unchanged Unchanged
1485 gene1485 unchanged Unchanged
1486 gene1486 unchanged Unchanged
1487 gene1487 unchanged Unchanged
1488 gene1488 unchanged Unchanged
1489 gene1489 unchanged Unchanged
1490 gene1490 unchanged Unchanged
1491 gene1491 unchanged Unchanged
1492 gene1492 unchanged Unchanged
1493 gene1493 unchanged Unchanged
1494 gene1494 unchanged Unchanged
1495 gene1495 unchanged Unchanged
1496 gene1496 unchanged Unchanged
1497 gene1497 unchanged Unchanged
1498 gene1498 unchanged Unchanged
1499 gene1499 unchanged Unchanged
1500 gene1500 unchanged Unchanged
1501 gene1501 unchanged Unchanged
1502 gene1502 unchanged Unchanged
1503 gene1503 unchanged Unchanged
1504 gene1504 unchanged Unchanged
1505 gene1505 unchanged Unchanged
1506 gene1506 unchanged Unchanged
1507 gene1507 unchanged Unchanged
1508 gene1508 unchanged Unchanged
1509 gene1509 unchanged Unchanged
1510 gene1510 unchanged Unchanged
1511 gene1511 unchanged Unchanged
1512 gene1512 unchanged Unchanged
1513 gene1513 unchanged Unchanged
1514 gene1514 unchanged Unchanged
1515 gene1515 unchanged Unchanged
1516 gene1516 unchanged Unchanged
1517 gene1517 unchanged Unchanged
1518 gene1518 unchanged Unchanged
1519 gene1519 unchanged Unchanged
1520 gene1520 unchanged Unchanged
1521 gene1521 unchanged Unchanged
1522 gene1522 unchanged Unchanged
1523 gene1523 unchanged Unchanged
1524 gene1524 unchanged Unchanged
1525 gene1525 unchanged Unchanged
1526 gene1526 unchanged Unchanged
1527 gene1527 unchanged Unchanged
1528 gene1528 unchanged Unchanged
1529 gene1529 unchanged Unchanged
1530 gene1530 unchanged Unchanged
1531 gene1531 unchanged Unchanged
1532 gene1532 unchanged Unchanged
1533 gene1533 unchanged Unchanged
1534 gene1534 unchanged Unchanged
1535 gene1535 unchanged Unchanged
1536 gene1536 unchanged Unchanged
1537 gene1537 unchanged Unchanged
1538 gene1538 unchanged Unchanged
1539 gene1539 unchanged Unchanged
1540 gene1540 unchanged Unchanged
1541 gene1541 unchanged Unchanged
1542 gene1542 unchanged Unchanged
1543 gene1543 unchanged Unchanged
1544 gene1544 unchanged Unchanged
1545 gene1545 unchanged Unchanged
1546 gene1546 unchanged Unchanged
1547 gene1547 unchanged Unchanged
1548 gene1548 unchanged Unchanged
1549 gene1549 unchanged Unchanged
1550 gene1550 unchanged Unchanged
1551 gene1551 unchanged Unchanged
1552 gene1552 unchanged Unchanged
1553 gene1553 unchanged Unchanged
1554 gene1554 unchanged Unchanged
1555 gene1555 unchanged Unchanged
1556 gene1556 unchanged Unchanged
1557 gene1557 unchanged Unchanged
1558 gene1558 unchanged Unchanged
1559 gene1559 unchanged Unchanged
1560 gene1560 unchanged Unchanged
1561 gene1561 unchanged Unchanged
1562 gene1562 unchanged Unchanged
1563 gene1563 unchanged Unchanged
1564 gene1564 unchanged Unchanged
1565 gene1565 unchanged Unchanged
1566 gene1566 unchanged Unchanged
1567 gene1567 unchanged Unchanged
1568 gene1568 unchanged Unchanged
1569 gene1569 unchanged Unchanged
1570 gene1570 unchanged Unchanged
1571 gene1571 unchanged Unchanged
1572 gene1572 unchanged Unchanged
1573 gene1573 unchanged Unchanged
1574 gene1574 unchanged Unchanged
1575 gene1575 unchanged Unchanged
1576 gene1576 unchanged Unchanged
1577 gene1577 unchanged Unchanged
1578 gene1578 unchanged Unchanged
1579 gene1579 unchanged Unchanged
1580 gene1580 unchanged Unchanged
1581 gene1581 unchanged Unchanged
1582 gene1582 unchanged Unchanged
1583 gene1583 unchanged Unchanged
1584 gene1584 unchanged Unchanged
1585 gene1585 unchanged Unchanged
1586 gene1586 unchanged Unchanged
1587 gene1587 unchanged Unchanged
1588 gene1588 unchanged Unchanged
1589 gene1589 unchanged Unchanged
1590 gene1590 unchanged Unchanged
1591 gene1591 unchanged Unchanged
1592 gene1592 unchanged Unchanged
1593 gene1593 unchanged Unchanged
1594 gene1594 unchanged Unchanged
1595 gene1595 unchanged Unchanged
1596 gene1596 unchanged Unchanged
1597 gene1597 unchanged Unchanged
1598 gene1598 unchanged Unchanged
1599 gene1599 unchanged Unchanged
1600 gene1600 unchanged Unchanged
1601 gene1601 unchanged Unchanged
1602 gene1602 unchanged Unchanged
1603 gene1603 unchanged Unchanged
1604 gene1604 unchanged Unchanged
1605 gene1605 unchanged Unchanged
1606 gene1606 unchanged Unchanged
1607 gene1607 unchanged Unchanged
1608 gene1608 unchanged Unchanged
1609 gene1609 unchanged Unchanged
1610 gene1610 unchanged Unchanged
1611 gene1611 unchanged Unchanged
1612 gene1612 unchanged Unchanged
1613 gene1613 unchanged Unchanged
1614 gene1614 unchanged Unchanged
1615 gene1615 unchanged Unchanged
1616 gene1616 unchanged Unchanged
1617 gene1617 unchanged Unchanged
1618 gene1618 unchanged Unchanged
1619 gene1619 unchanged Unchanged
1620 gene1620 unchanged Unchanged
1621 gene1621 unchanged Unchanged
1622 gene1622 unchanged Unchanged
1623 gene1623 unchanged Unchanged
1624 gene1624 unchanged Unchanged
1625 gene1625 unchanged Unchanged
1626 gene1626 unchanged Unchanged
1627 gene1627 unchanged Unchanged
1628 gene1628 unchanged Unchanged
1629 gene1629 unchanged Unchanged
1630 gene1630 unchanged Unchanged
1631 gene1631 unchanged Unchanged
1632 gene1632 unchanged Unchanged
1633 gene1633 unchanged Unchanged
1634 gene1634 unchanged Unchanged
1635 gene1635 unchanged Unchanged
1636 gene1636 unchanged Unchanged
1637 gene1637 unchanged Unchanged
1638 gene1638 unchanged Unchanged
1639 gene1639 unchanged Unchanged
1640 gene1640 unchanged Unchanged
1641 gene1641 unchanged Unchanged
1642 gene1642 unchanged Unchanged
1643 gene1643 unchanged Unchanged
1644 gene1644 unchanged Unchanged
1645 gene1645 unchanged Unchanged
1646 gene1646 unchanged Unchanged
1647 gene1647 unchanged Unchanged
1648 gene1648 unchanged Unchanged
1649 gene1649 unchanged Unchanged
1650 gene1650 unchanged Unchanged
1651 gene1651 unchanged Unchanged
1652 gene1652 unchanged Unchanged
1653 gene1653 unchanged Unchanged
1654 gene1654 unchanged Unchanged
1655 gene1655 unchanged Unchanged
1656 gene1656 unchanged Unchanged
1657 gene1657 unchanged Unchanged
1658 gene1658 unchanged Unchanged
1659 gene1659 unchanged Unchanged
1660 gene1660 unchanged Unchanged
1661 gene1661 unchanged Unchanged
1662 gene1662 unchanged Unchanged
1663 gene1663 unchanged Unchanged
1664 gene1664 unchanged Unchanged
1665 gene1665 unchanged Unchanged
1666 gene1666 unchanged Unchanged
1667 gene1667 unchanged Unchanged
1668 gene1668 unchanged Unchanged
1669 gene1669 unchanged Unchanged
1670 gene1670 unchanged Unchanged
1671 gene1671 unchanged Unchanged
1672 gene1672 unchanged Unchanged
1673 gene1673 unchanged Unchanged
1674 gene1674 unchanged Unchanged
1675 gene1675 unchanged Unchanged
1676 gene1676 unchanged Unchanged
1677 gene1677 unchanged Unchanged
1678 gene1678 unchanged Unchanged
1679 gene1679 unchanged Unchanged
1680 gene1680 unchanged Unchanged
1681 gene1681 unchanged Unchanged
1682 gene1682 unchanged Unchanged
1683 gene1683 unchanged Unchanged
1684 gene1684 unchanged Unchanged
1685 gene1685 unchanged Unchanged
1686 gene1686 unchanged Unchanged
1687 gene1687 unchanged Unchanged
1688 gene1688 unchanged Unchanged
1689 gene1689 unchanged Unchanged
1690 gene1690 unchanged Unchanged
1691 gene1691 unchanged Unchanged
1692 gene1692 unchanged Unchanged
1693 gene1693 unchanged Unchanged
1694 gene1694 unchanged Unchanged
1695 gene1695 unchanged Unchanged
1696 gene1696 unchanged Unchanged
1697 gene1697 unchanged Unchanged
1698 gene1698 unchanged Unchanged
1699 gene1699 unchanged Unchanged
1700 gene1700 unchanged Unchanged
1701 gene1701 unchanged Unchanged
1702 gene1702 unchanged Unchanged
1703 gene1703 unchanged Unchanged
1704 gene1704 unchanged Unchanged
1705 gene1705 unchanged Unchanged
1706 gene1706 unchanged Unchanged
1707 gene1707 unchanged Unchanged
1708 gene1708 unchanged Unchanged
1709 gene1709 unchanged Unchanged
1710 gene1710 unchanged Unchanged
1711 gene1711 unchanged Unchanged
1712 gene1712 unchanged Unchanged
1713 gene1713 unchanged Unchanged
1714 gene1714 unchanged Unchanged
