barcode Dose
X221_0.1 X221_0.1 0.1
X222_0.1 X222_0.1 0.1
X223_0.1 X223_0.1 0.1
X224_0.1 X224_0.1 0.1
X225_0.1 X225_0.1 0.1
X226_0.1 X226_0.1 0.1
X227_0.1 X227_0.1 0.1
X228_0.1 X228_0.1 0.1
X229_0.1 X229_0.1 0.1
X230_0.1 X230_0.1 0.1
X231_0.1 X231_0.1 0.1
X232_0.1 X232_0.1 0.1
X233_0.1 X233_0.1 0.1
X234_0.1 X234_0.1 0.1
X235_0.1 X235_0.1 0.1
X236_0.1 X236_0.1 0.1
X237_0.1 X237_0.1 0.1
X238_0.1 X238_0.1 0.1
X239_0.1 X239_0.1 0.1
X240_0.1 X240_0.1 0.1
X241_0.1 X241_0.1 0.1
X242_0.1 X242_0.1 0.1
X243_0.1 X243_0.1 0.1
X244_0.1 X244_0.1 0.1
X245_0.1 X245_0.1 0.1
X246_0.1 X246_0.1 0.1
X247_0.1 X247_0.1 0.1
X248_0.1 X248_0.1 0.1
X249_0.1 X249_0.1 0.1
X250_0.1 X250_0.1 0.1
X251_0.1 X251_0.1 0.1
X252_0.1 X252_0.1 0.1
X253_0.1 X253_0.1 0.1
X254_0.1 X254_0.1 0.1
X255_0.1 X255_0.1 0.1
X256_0.1 X256_0.1 0.1
X257_0.1 X257_0.1 0.1
X258_0.1 X258_0.1 0.1
X259_0.1 X259_0.1 0.1
X260_0.1 X260_0.1 0.1
X261_0.1 X261_0.1 0.1
X262_0.1 X262_0.1 0.1
X263_0.1 X263_0.1 0.1
X264_0.1 X264_0.1 0.1
X265_0.1 X265_0.1 0.1
X266_0.1 X266_0.1 0.1
X267_0.1 X267_0.1 0.1
X268_0.1 X268_0.1 0.1
X269_0.1 X269_0.1 0.1
X270_0.1 X270_0.1 0.1
X271_0.1 X271_0.1 0.1
X272_0.1 X272_0.1 0.1
X273_0.1 X273_0.1 0.1
X274_0.1 X274_0.1 0.1
X275_0.1 X275_0.1 0.1
X276_0.1 X276_0.1 0.1
X277_0.1 X277_0.1 0.1
X278_0.1 X278_0.1 0.1
X279_0.1 X279_0.1 0.1
X280_0.1 X280_0.1 0.1
X281_0.1 X281_0.1 0.1
X282_0.1 X282_0.1 0.1
X283_0.1 X283_0.1 0.1
X284_0.1 X284_0.1 0.1
X285_0.1 X285_0.1 0.1
X286_0.1 X286_0.1 0.1
X287_0.1 X287_0.1 0.1
X288_0.1 X288_0.1 0.1
X289_0.1 X289_0.1 0.1
X290_0.1 X290_0.1 0.1
X291_0.1 X291_0.1 0.1
X292_0.1 X292_0.1 0.1
X293_0.1 X293_0.1 0.1
X294_0.1 X294_0.1 0.1
X295_0.1 X295_0.1 0.1
X296_0.1 X296_0.1 0.1
X297_0.1 X297_0.1 0.1
X298_0.1 X298_0.1 0.1
X299_0.1 X299_0.1 0.1
X300_0.1 X300_0.1 0.1
X301_0.1 X301_0.1 0.1
X302_0.1 X302_0.1 0.1
X303_0.1 X303_0.1 0.1
X304_0.1 X304_0.1 0.1
X305_0.1 X305_0.1 0.1
X306_0.1 X306_0.1 0.1
X307_0.1 X307_0.1 0.1
X308_0.1 X308_0.1 0.1
X309_0.1 X309_0.1 0.1
X310_0.1 X310_0.1 0.1
X311_0.1 X311_0.1 0.1
X312_0.1 X312_0.1 0.1
X313_0.1 X313_0.1 0.1
X314_0.1 X314_0.1 0.1
X315_0.1 X315_0.1 0.1
X316_0.1 X316_0.1 0.1
X317_0.1 X317_0.1 0.1
X318_0.1 X318_0.1 0.1
X319_0.1 X319_0.1 0.1
X320_0.1 X320_0.1 0.1
X321_0.1 X321_0.1 0.1
X322_0.1 X322_0.1 0.1
X323_0.1 X323_0.1 0.1
X324_0.1 X324_0.1 0.1
X325_0.1 X325_0.1 0.1
X326_0.1 X326_0.1 0.1
X327_0.1 X327_0.1 0.1
X328_0.1 X328_0.1 0.1
X329_0.1 X329_0.1 0.1
X330_0.1 X330_0.1 0.1
X331_0.1 X331_0.1 0.1
X332_0.1 X332_0.1 0.1
X333_0.1 X333_0.1 0.1
X334_0.1 X334_0.1 0.1
X335_0.1 X335_0.1 0.1
X336_0.1 X336_0.1 0.1
X337_0.1 X337_0.1 0.1
X338_0.1 X338_0.1 0.1
X339_0.1 X339_0.1 0.1
X340_0.1 X340_0.1 0.1
X341_0.1 X341_0.1 0.1
X342_0.1 X342_0.1 0.1
X343_0.1 X343_0.1 0.1
X344_0.1 X344_0.1 0.1
X345_0.1 X345_0.1 0.1
X346_0.1 X346_0.1 0.1
X347_0.1 X347_0.1 0.1
X348_0.1 X348_0.1 0.1
X349_0.1 X349_0.1 0.1
X350_0.1 X350_0.1 0.1
X351_0.1 X351_0.1 0.1
X352_0.1 X352_0.1 0.1
X353_0.1 X353_0.1 0.1
X354_0.1 X354_0.1 0.1
X355_0.1 X355_0.1 0.1
X356_0.1 X356_0.1 0.1
X357_0.1 X357_0.1 0.1
X358_0.1 X358_0.1 0.1
X359_0.1 X359_0.1 0.1
X360_0.1 X360_0.1 0.1
X361_0.1 X361_0.1 0.1
X362_0.1 X362_0.1 0.1
X363_0.1 X363_0.1 0.1
X364_0.1 X364_0.1 0.1
X365_0.1 X365_0.1 0.1
X366_0.1 X366_0.1 0.1
X367_0.1 X367_0.1 0.1
X368_0.1 X368_0.1 0.1
X369_0.1 X369_0.1 0.1
X370_0.1 X370_0.1 0.1
X371_0.1 X371_0.1 0.1
X372_0.1 X372_0.1 0.1
X373_0.1 X373_0.1 0.1
X374_0.1 X374_0.1 0.1
X375_0.1 X375_0.1 0.1
X376_0.1 X376_0.1 0.1
X377_0.1 X377_0.1 0.1
X378_0.1 X378_0.1 0.1
X379_0.1 X379_0.1 0.1
X380_0.1 X380_0.1 0.1
X381_0.1 X381_0.1 0.1
X382_0.1 X382_0.1 0.1
X383_0.1 X383_0.1 0.1
X384_0.1 X384_0.1 0.1
X385_0.1 X385_0.1 0.1
X386_0.1 X386_0.1 0.1
X387_0.1 X387_0.1 0.1
X388_0.1 X388_0.1 0.1
X389_0.1 X389_0.1 0.1
X390_0.1 X390_0.1 0.1
X391_0.1 X391_0.1 0.1
X392_0.1 X392_0.1 0.1
X393_0.1 X393_0.1 0.1
X394_0.1 X394_0.1 0.1
X395_0.1 X395_0.1 0.1
X396_0.1 X396_0.1 0.1
X397_0.1 X397_0.1 0.1
X398_0.1 X398_0.1 0.1
X399_0.1 X399_0.1 0.1
X400_0.1 X400_0.1 0.1
X401_0.1 X401_0.1 0.1
X402_0.1 X402_0.1 0.1
X403_0.1 X403_0.1 0.1
X404_0.1 X404_0.1 0.1
X405_0.1 X405_0.1 0.1
X406_0.1 X406_0.1 0.1
X407_0.1 X407_0.1 0.1
X408_0.1 X408_0.1 0.1
X409_0.1 X409_0.1 0.1
X410_0.1 X410_0.1 0.1
X411_0.1 X411_0.1 0.1
X412_0.1 X412_0.1 0.1
X413_0.1 X413_0.1 0.1
X414_0.1 X414_0.1 0.1
X415_0.1 X415_0.1 0.1
X416_0.1 X416_0.1 0.1
X417_0.1 X417_0.1 0.1
X418_0.1 X418_0.1 0.1
X419_0.1 X419_0.1 0.1
X420_0.1 X420_0.1 0.1
X421_0.1 X421_0.1 0.1
X422_0.1 X422_0.1 0.1
X423_0.1 X423_0.1 0.1
X424_0.1 X424_0.1 0.1
X425_0.1 X425_0.1 0.1
X426_0.1 X426_0.1 0.1
X427_0.1 X427_0.1 0.1
X428_0.1 X428_0.1 0.1
X429_0.1 X429_0.1 0.1
X430_0.1 X430_0.1 0.1
X431_0.1 X431_0.1 0.1
X432_0.1 X432_0.1 0.1
X433_0.1 X433_0.1 0.1
X434_0.1 X434_0.1 0.1
X435_0.1 X435_0.1 0.1
X436_0.1 X436_0.1 0.1
X437_0.1 X437_0.1 0.1
X438_0.1 X438_0.1 0.1
X439_0.1 X439_0.1 0.1
X440_0.1 X440_0.1 0.1
X441_0.1 X441_0.1 0.1
X442_0.1 X442_0.1 0.1
X443_0.1 X443_0.1 0.1
X444_0.1 X444_0.1 0.1
X445_0.1 X445_0.1 0.1
X446_0.1 X446_0.1 0.1
X447_0.1 X447_0.1 0.1
X448_0.1 X448_0.1 0.1
X449_0.1 X449_0.1 0.1
X450_0.1 X450_0.1 0.1
X451_0.1 X451_0.1 0.1
X452_0.1 X452_0.1 0.1
X453_0.1 X453_0.1 0.1
X454_0.1 X454_0.1 0.1
X455_0.1 X455_0.1 0.1
X456_0.1 X456_0.1 0.1
X457_0.1 X457_0.1 0.1
X458_0.1 X458_0.1 0.1
X459_0.1 X459_0.1 0.1
X460_0.1 X460_0.1 0.1
X461_0.1 X461_0.1 0.1
X462_0.1 X462_0.1 0.1
X463_0.1 X463_0.1 0.1
X464_0.1 X464_0.1 0.1
X465_0.1 X465_0.1 0.1
X466_0.1 X466_0.1 0.1
X467_0.1 X467_0.1 0.1
X468_0.1 X468_0.1 0.1
X469_0.1 X469_0.1 0.1
X470_0.1 X470_0.1 0.1
X471_0.1 X471_0.1 0.1
X472_0.1 X472_0.1 0.1
X473_0.1 X473_0.1 0.1
X474_0.1 X474_0.1 0.1
X475_0.1 X475_0.1 0.1
X476_0.1 X476_0.1 0.1
X477_0.1 X477_0.1 0.1
X478_0.1 X478_0.1 0.1
X479_0.1 X479_0.1 0.1
X480_0.1 X480_0.1 0.1
X481_0.1 X481_0.1 0.1
X482_0.1 X482_0.1 0.1
X483_0.1 X483_0.1 0.1
X484_0.1 X484_0.1 0.1
X485_0.1 X485_0.1 0.1
X486_0.1 X486_0.1 0.1
X487_0.1 X487_0.1 0.1
X488_0.1 X488_0.1 0.1
X489_0.1 X489_0.1 0.1
X490_0.1 X490_0.1 0.1
X491_0.1 X491_0.1 0.1
X492_0.1 X492_0.1 0.1
X493_0.1 X493_0.1 0.1
X494_0.1 X494_0.1 0.1
X495_0.1 X495_0.1 0.1
X496_0.1 X496_0.1 0.1
X497_0.1 X497_0.1 0.1
X498_0.1 X498_0.1 0.1
X499_0.1 X499_0.1 0.1
X500_0.1 X500_0.1 0.1
X1_0.3 X1_0.3 0.3
X2_0.3 X2_0.3 0.3
X3_0.3 X3_0.3 0.3
X4_0.3 X4_0.3 0.3
X5_0.3 X5_0.3 0.3
X6_0.3 X6_0.3 0.3
X7_0.3 X7_0.3 0.3
X8_0.3 X8_0.3 0.3
X9_0.3 X9_0.3 0.3
X10_0.3 X10_0.3 0.3
X11_0.3 X11_0.3 0.3
X12_0.3 X12_0.3 0.3
X13_0.3 X13_0.3 0.3
X14_0.3 X14_0.3 0.3
X15_0.3 X15_0.3 0.3
X16_0.3 X16_0.3 0.3
X17_0.3 X17_0.3 0.3
X18_0.3 X18_0.3 0.3
X19_0.3 X19_0.3 0.3
X20_0.3 X20_0.3 0.3
X21_0.3 X21_0.3 0.3
X22_0.3 X22_0.3 0.3
X23_0.3 X23_0.3 0.3
X24_0.3 X24_0.3 0.3
X25_0.3 X25_0.3 0.3
X26_0.3 X26_0.3 0.3
X27_0.3 X27_0.3 0.3
X28_0.3 X28_0.3 0.3
X29_0.3 X29_0.3 0.3
X30_0.3 X30_0.3 0.3
X31_0.3 X31_0.3 0.3
X32_0.3 X32_0.3 0.3
X33_0.3 X33_0.3 0.3
X34_0.3 X34_0.3 0.3
X35_0.3 X35_0.3 0.3
X36_0.3 X36_0.3 0.3
X37_0.3 X37_0.3 0.3
X38_0.3 X38_0.3 0.3
X39_0.3 X39_0.3 0.3
X40_0.3 X40_0.3 0.3
X41_0.3 X41_0.3 0.3
X42_0.3 X42_0.3 0.3
X43_0.3 X43_0.3 0.3
X44_0.3 X44_0.3 0.3
X45_0.3 X45_0.3 0.3
X46_0.3 X46_0.3 0.3
X47_0.3 X47_0.3 0.3
X48_0.3 X48_0.3 0.3
X49_0.3 X49_0.3 0.3
X50_0.3 X50_0.3 0.3
X51_0.3 X51_0.3 0.3
X52_0.3 X52_0.3 0.3
X53_0.3 X53_0.3 0.3
X54_0.3 X54_0.3 0.3
X55_0.3 X55_0.3 0.3
X56_0.3 X56_0.3 0.3
X57_0.3 X57_0.3 0.3
X58_0.3 X58_0.3 0.3
X59_0.3 X59_0.3 0.3
X60_0.3 X60_0.3 0.3
X61_0.3 X61_0.3 0.3
X62_0.3 X62_0.3 0.3
X63_0.3 X63_0.3 0.3
X64_0.3 X64_0.3 0.3
X65_0.3 X65_0.3 0.3
X66_0.3 X66_0.3 0.3
X67_0.3 X67_0.3 0.3
X68_0.3 X68_0.3 0.3
X69_0.3 X69_0.3 0.3
X70_0.3 X70_0.3 0.3
X71_0.3 X71_0.3 0.3
X72_0.3 X72_0.3 0.3
X73_0.3 X73_0.3 0.3
X74_0.3 X74_0.3 0.3
X75_0.3 X75_0.3 0.3
X76_0.3 X76_0.3 0.3
X77_0.3 X77_0.3 0.3
X78_0.3 X78_0.3 0.3
X79_0.3 X79_0.3 0.3
X80_0.3 X80_0.3 0.3
X81_0.3 X81_0.3 0.3
X82_0.3 X82_0.3 0.3
X83_0.3 X83_0.3 0.3
X84_0.3 X84_0.3 0.3
X85_0.3 X85_0.3 0.3
X86_0.3 X86_0.3 0.3
X87_0.3 X87_0.3 0.3
X88_0.3 X88_0.3 0.3
X89_0.3 X89_0.3 0.3
X90_0.3 X90_0.3 0.3
X91_0.3 X91_0.3 0.3
X92_0.3 X92_0.3 0.3
X93_0.3 X93_0.3 0.3
X94_0.3 X94_0.3 0.3
X95_0.3 X95_0.3 0.3
X96_0.3 X96_0.3 0.3
X97_0.3 X97_0.3 0.3
X98_0.3 X98_0.3 0.3
X99_0.3 X99_0.3 0.3
X100_0.3 X100_0.3 0.3
X101_0.3 X101_0.3 0.3
X102_0.3 X102_0.3 0.3
X103_0.3 X103_0.3 0.3
X104_0.3 X104_0.3 0.3
X105_0.3 X105_0.3 0.3
X106_0.3 X106_0.3 0.3
X107_0.3 X107_0.3 0.3
X108_0.3 X108_0.3 0.3
X109_0.3 X109_0.3 0.3
X110_0.3 X110_0.3 0.3
X111_0.3 X111_0.3 0.3
X112_0.3 X112_0.3 0.3
X113_0.3 X113_0.3 0.3
X114_0.3 X114_0.3 0.3
X115_0.3 X115_0.3 0.3
X116_0.3 X116_0.3 0.3
X117_0.3 X117_0.3 0.3
X118_0.3 X118_0.3 0.3
X119_0.3 X119_0.3 0.3
X120_0.3 X120_0.3 0.3
X121_0.3 X121_0.3 0.3
X122_0.3 X122_0.3 0.3
X123_0.3 X123_0.3 0.3
X124_0.3 X124_0.3 0.3
X125_0.3 X125_0.3 0.3
X126_0.3 X126_0.3 0.3
X127_0.3 X127_0.3 0.3
X128_0.3 X128_0.3 0.3
X129_0.3 X129_0.3 0.3
X130_0.3 X130_0.3 0.3
X131_0.3 X131_0.3 0.3
X132_0.3 X132_0.3 0.3
X133_0.3 X133_0.3 0.3
X134_0.3 X134_0.3 0.3
X135_0.3 X135_0.3 0.3
X136_0.3 X136_0.3 0.3
X137_0.3 X137_0.3 0.3
X138_0.3 X138_0.3 0.3
X139_0.3 X139_0.3 0.3
X140_0.3 X140_0.3 0.3
X141_0.3 X141_0.3 0.3
X142_0.3 X142_0.3 0.3
X143_0.3 X143_0.3 0.3
X144_0.3 X144_0.3 0.3
X145_0.3 X145_0.3 0.3
X146_0.3 X146_0.3 0.3
X147_0.3 X147_0.3 0.3
X148_0.3 X148_0.3 0.3
X149_0.3 X149_0.3 0.3
X150_0.3 X150_0.3 0.3
X151_0.3 X151_0.3 0.3
X152_0.3 X152_0.3 0.3
X153_0.3 X153_0.3 0.3
X154_0.3 X154_0.3 0.3
X155_0.3 X155_0.3 0.3
X156_0.3 X156_0.3 0.3
X157_0.3 X157_0.3 0.3
X158_0.3 X158_0.3 0.3
X159_0.3 X159_0.3 0.3
X160_0.3 X160_0.3 0.3
X161_0.3 X161_0.3 0.3
X162_0.3 X162_0.3 0.3
X163_0.3 X163_0.3 0.3
X164_0.3 X164_0.3 0.3
X165_0.3 X165_0.3 0.3
X166_0.3 X166_0.3 0.3
X167_0.3 X167_0.3 0.3
X168_0.3 X168_0.3 0.3
X169_0.3 X169_0.3 0.3
X170_0.3 X170_0.3 0.3
X171_0.3 X171_0.3 0.3
X172_0.3 X172_0.3 0.3
X173_0.3 X173_0.3 0.3
X174_0.3 X174_0.3 0.3
X175_0.3 X175_0.3 0.3
X176_0.3 X176_0.3 0.3
X177_0.3 X177_0.3 0.3
X178_0.3 X178_0.3 0.3
X179_0.3 X179_0.3 0.3
X180_0.3 X180_0.3 0.3
X181_0.3 X181_0.3 0.3
X182_0.3 X182_0.3 0.3
X183_0.3 X183_0.3 0.3
X184_0.3 X184_0.3 0.3
X185_0.3 X185_0.3 0.3
X186_0.3 X186_0.3 0.3
X187_0.3 X187_0.3 0.3
X188_0.3 X188_0.3 0.3
X189_0.3 X189_0.3 0.3
X190_0.3 X190_0.3 0.3
X191_0.3 X191_0.3 0.3
X192_0.3 X192_0.3 0.3
X193_0.3 X193_0.3 0.3
X194_0.3 X194_0.3 0.3
X195_0.3 X195_0.3 0.3
X196_0.3 X196_0.3 0.3
X197_0.3 X197_0.3 0.3
X198_0.3 X198_0.3 0.3
X199_0.3 X199_0.3 0.3
X200_0.3 X200_0.3 0.3
X201_0.3 X201_0.3 0.3
X202_0.3 X202_0.3 0.3
X203_0.3 X203_0.3 0.3
X204_0.3 X204_0.3 0.3
X205_0.3 X205_0.3 0.3
X206_0.3 X206_0.3 0.3
X207_0.3 X207_0.3 0.3
X208_0.3 X208_0.3 0.3
X209_0.3 X209_0.3 0.3
X210_0.3 X210_0.3 0.3
X211_0.3 X211_0.3 0.3
X212_0.3 X212_0.3 0.3
X213_0.3 X213_0.3 0.3
X214_0.3 X214_0.3 0.3
X215_0.3 X215_0.3 0.3
X216_0.3 X216_0.3 0.3
X217_0.3 X217_0.3 0.3
X218_0.3 X218_0.3 0.3
X219_0.3 X219_0.3 0.3
X220_0.3 X220_0.3 0.3
X221_0.3 X221_0.3 0.3
X222_0.3 X222_0.3 0.3
X223_0.3 X223_0.3 0.3
X224_0.3 X224_0.3 0.3
X225_0.3 X225_0.3 0.3
X226_0.3 X226_0.3 0.3
X227_0.3 X227_0.3 0.3
X228_0.3 X228_0.3 0.3
X229_0.3 X229_0.3 0.3
X230_0.3 X230_0.3 0.3
X231_0.3 X231_0.3 0.3
X232_0.3 X232_0.3 0.3
X233_0.3 X233_0.3 0.3
X234_0.3 X234_0.3 0.3
X235_0.3 X235_0.3 0.3
X236_0.3 X236_0.3 0.3
X237_0.3 X237_0.3 0.3
X238_0.3 X238_0.3 0.3
X239_0.3 X239_0.3 0.3
X240_0.3 X240_0.3 0.3
X241_0.3 X241_0.3 0.3
X242_0.3 X242_0.3 0.3
X243_0.3 X243_0.3 0.3
X244_0.3 X244_0.3 0.3
X245_0.3 X245_0.3 0.3
X246_0.3 X246_0.3 0.3
X247_0.3 X247_0.3 0.3
X248_0.3 X248_0.3 0.3
X249_0.3 X249_0.3 0.3
X250_0.3 X250_0.3 0.3
X251_0.3 X251_0.3 0.3
X252_0.3 X252_0.3 0.3
X253_0.3 X253_0.3 0.3
X254_0.3 X254_0.3 0.3
X255_0.3 X255_0.3 0.3
X256_0.3 X256_0.3 0.3
X257_0.3 X257_0.3 0.3
X258_0.3 X258_0.3 0.3
X259_0.3 X259_0.3 0.3
X260_0.3 X260_0.3 0.3
X261_0.3 X261_0.3 0.3
X262_0.3 X262_0.3 0.3
X263_0.3 X263_0.3 0.3
X264_0.3 X264_0.3 0.3
X265_0.3 X265_0.3 0.3
X266_0.3 X266_0.3 0.3
X267_0.3 X267_0.3 0.3
X268_0.3 X268_0.3 0.3
X269_0.3 X269_0.3 0.3
X270_0.3 X270_0.3 0.3
X271_0.3 X271_0.3 0.3
X272_0.3 X272_0.3 0.3
X273_0.3 X273_0.3 0.3
X274_0.3 X274_0.3 0.3
X275_0.3 X275_0.3 0.3
X276_0.3 X276_0.3 0.3
X277_0.3 X277_0.3 0.3
X278_0.3 X278_0.3 0.3
X279_0.3 X279_0.3 0.3
X280_0.3 X280_0.3 0.3
X281_0.3 X281_0.3 0.3
X282_0.3 X282_0.3 0.3
X283_0.3 X283_0.3 0.3
X284_0.3 X284_0.3 0.3
X285_0.3 X285_0.3 0.3
X286_0.3 X286_0.3 0.3
X287_0.3 X287_0.3 0.3
X288_0.3 X288_0.3 0.3
X289_0.3 X289_0.3 0.3
X290_0.3 X290_0.3 0.3
X291_0.3 X291_0.3 0.3
X292_0.3 X292_0.3 0.3
X293_0.3 X293_0.3 0.3
X294_0.3 X294_0.3 0.3
X295_0.3 X295_0.3 0.3
X296_0.3 X296_0.3 0.3
X297_0.3 X297_0.3 0.3
X298_0.3 X298_0.3 0.3
X299_0.3 X299_0.3 0.3
X300_0.3 X300_0.3 0.3
X301_0.3 X301_0.3 0.3
X302_0.3 X302_0.3 0.3
X303_0.3 X303_0.3 0.3
X304_0.3 X304_0.3 0.3
X305_0.3 X305_0.3 0.3
X306_0.3 X306_0.3 0.3
X307_0.3 X307_0.3 0.3
X308_0.3 X308_0.3 0.3
X309_0.3 X309_0.3 0.3
X310_0.3 X310_0.3 0.3
X311_0.3 X311_0.3 0.3
X312_0.3 X312_0.3 0.3
X313_0.3 X313_0.3 0.3
X314_0.3 X314_0.3 0.3
X315_0.3 X315_0.3 0.3
X316_0.3 X316_0.3 0.3
X317_0.3 X317_0.3 0.3
X318_0.3 X318_0.3 0.3
X319_0.3 X319_0.3 0.3
X320_0.3 X320_0.3 0.3
X321_0.3 X321_0.3 0.3
X322_0.3 X322_0.3 0.3
X323_0.3 X323_0.3 0.3
X324_0.3 X324_0.3 0.3
X325_0.3 X325_0.3 0.3
X326_0.3 X326_0.3 0.3
X327_0.3 X327_0.3 0.3
X328_0.3 X328_0.3 0.3
X329_0.3 X329_0.3 0.3
X330_0.3 X330_0.3 0.3
X331_0.3 X331_0.3 0.3
X332_0.3 X332_0.3 0.3
X333_0.3 X333_0.3 0.3
X334_0.3 X334_0.3 0.3
X335_0.3 X335_0.3 0.3
X336_0.3 X336_0.3 0.3
X337_0.3 X337_0.3 0.3
X338_0.3 X338_0.3 0.3
X339_0.3 X339_0.3 0.3
X340_0.3 X340_0.3 0.3
X341_0.3 X341_0.3 0.3
X342_0.3 X342_0.3 0.3
X343_0.3 X343_0.3 0.3
X344_0.3 X344_0.3 0.3
X345_0.3 X345_0.3 0.3
X346_0.3 X346_0.3 0.3
X347_0.3 X347_0.3 0.3
X348_0.3 X348_0.3 0.3
X349_0.3 X349_0.3 0.3
X350_0.3 X350_0.3 0.3
X351_0.3 X351_0.3 0.3
X352_0.3 X352_0.3 0.3
X353_0.3 X353_0.3 0.3
X354_0.3 X354_0.3 0.3
X355_0.3 X355_0.3 0.3
X356_0.3 X356_0.3 0.3
X357_0.3 X357_0.3 0.3
X358_0.3 X358_0.3 0.3
X359_0.3 X359_0.3 0.3
X360_0.3 X360_0.3 0.3
X361_0.3 X361_0.3 0.3
X362_0.3 X362_0.3 0.3
X363_0.3 X363_0.3 0.3
X364_0.3 X364_0.3 0.3
X365_0.3 X365_0.3 0.3
X366_0.3 X366_0.3 0.3
X367_0.3 X367_0.3 0.3
X368_0.3 X368_0.3 0.3
X369_0.3 X369_0.3 0.3
X370_0.3 X370_0.3 0.3
X371_0.3 X371_0.3 0.3
X372_0.3 X372_0.3 0.3
X373_0.3 X373_0.3 0.3
X374_0.3 X374_0.3 0.3
X375_0.3 X375_0.3 0.3
X376_0.3 X376_0.3 0.3
X377_0.3 X377_0.3 0.3
X378_0.3 X378_0.3 0.3
X379_0.3 X379_0.3 0.3
X380_0.3 X380_0.3 0.3
X381_0.3 X381_0.3 0.3
X382_0.3 X382_0.3 0.3
X383_0.3 X383_0.3 0.3
X384_0.3 X384_0.3 0.3
X385_0.3 X385_0.3 0.3
X386_0.3 X386_0.3 0.3
X387_0.3 X387_0.3 0.3
X388_0.3 X388_0.3 0.3
X389_0.3 X389_0.3 0.3
X390_0.3 X390_0.3 0.3
X391_0.3 X391_0.3 0.3
X392_0.3 X392_0.3 0.3
X393_0.3 X393_0.3 0.3
X394_0.3 X394_0.3 0.3
X395_0.3 X395_0.3 0.3
X396_0.3 X396_0.3 0.3
X397_0.3 X397_0.3 0.3
X398_0.3 X398_0.3 0.3
X399_0.3 X399_0.3 0.3
X400_0.3 X400_0.3 0.3
X401_0.3 X401_0.3 0.3
X402_0.3 X402_0.3 0.3
X403_0.3 X403_0.3 0.3
X404_0.3 X404_0.3 0.3
X405_0.3 X405_0.3 0.3
X406_0.3 X406_0.3 0.3
X407_0.3 X407_0.3 0.3
X408_0.3 X408_0.3 0.3
X409_0.3 X409_0.3 0.3
X410_0.3 X410_0.3 0.3
X411_0.3 X411_0.3 0.3
X412_0.3 X412_0.3 0.3
X413_0.3 X413_0.3 0.3
X414_0.3 X414_0.3 0.3
X415_0.3 X415_0.3 0.3
X416_0.3 X416_0.3 0.3
X417_0.3 X417_0.3 0.3
X418_0.3 X418_0.3 0.3
X419_0.3 X419_0.3 0.3
X420_0.3 X420_0.3 0.3
X421_0.3 X421_0.3 0.3
X422_0.3 X422_0.3 0.3
X423_0.3 X423_0.3 0.3
X424_0.3 X424_0.3 0.3
X425_0.3 X425_0.3 0.3
X426_0.3 X426_0.3 0.3
X427_0.3 X427_0.3 0.3
X428_0.3 X428_0.3 0.3
X429_0.3 X429_0.3 0.3
X430_0.3 X430_0.3 0.3
X431_0.3 X431_0.3 0.3
X432_0.3 X432_0.3 0.3
X433_0.3 X433_0.3 0.3
X434_0.3 X434_0.3 0.3
X435_0.3 X435_0.3 0.3
X436_0.3 X436_0.3 0.3
X437_0.3 X437_0.3 0.3
X438_0.3 X438_0.3 0.3
X439_0.3 X439_0.3 0.3
X440_0.3 X440_0.3 0.3
X441_0.3 X441_0.3 0.3
X442_0.3 X442_0.3 0.3
X443_0.3 X443_0.3 0.3
X444_0.3 X444_0.3 0.3
X445_0.3 X445_0.3 0.3
X446_0.3 X446_0.3 0.3
X447_0.3 X447_0.3 0.3
X448_0.3 X448_0.3 0.3
X449_0.3 X449_0.3 0.3
X450_0.3 X450_0.3 0.3
X451_0.3 X451_0.3 0.3
X452_0.3 X452_0.3 0.3
X453_0.3 X453_0.3 0.3
X454_0.3 X454_0.3 0.3
X455_0.3 X455_0.3 0.3
X456_0.3 X456_0.3 0.3
X457_0.3 X457_0.3 0.3
X458_0.3 X458_0.3 0.3
X459_0.3 X459_0.3 0.3
X460_0.3 X460_0.3 0.3
X461_0.3 X461_0.3 0.3
X462_0.3 X462_0.3 0.3
X463_0.3 X463_0.3 0.3
X464_0.3 X464_0.3 0.3
X465_0.3 X465_0.3 0.3
X466_0.3 X466_0.3 0.3
X467_0.3 X467_0.3 0.3
X468_0.3 X468_0.3 0.3
X469_0.3 X469_0.3 0.3
X470_0.3 X470_0.3 0.3
X471_0.3 X471_0.3 0.3
X472_0.3 X472_0.3 0.3
X473_0.3 X473_0.3 0.3
X474_0.3 X474_0.3 0.3
X475_0.3 X475_0.3 0.3
X476_0.3 X476_0.3 0.3
X477_0.3 X477_0.3 0.3
X478_0.3 X478_0.3 0.3
X479_0.3 X479_0.3 0.3
X480_0.3 X480_0.3 0.3
X481_0.3 X481_0.3 0.3
X482_0.3 X482_0.3 0.3
X483_0.3 X483_0.3 0.3
X484_0.3 X484_0.3 0.3
X485_0.3 X485_0.3 0.3
X486_0.3 X486_0.3 0.3
X487_0.3 X487_0.3 0.3
X488_0.3 X488_0.3 0.3
X489_0.3 X489_0.3 0.3
X490_0.3 X490_0.3 0.3
X491_0.3 X491_0.3 0.3
X492_0.3 X492_0.3 0.3
X493_0.3 X493_0.3 0.3
X494_0.3 X494_0.3 0.3
X495_0.3 X495_0.3 0.3
X496_0.3 X496_0.3 0.3
X497_0.3 X497_0.3 0.3
